y_train,y_train_pred
16.155556,31.877668289507813
8.644444,6.930217172983461
41.911111,20.42742545622376
118.688889,110.91020838293744
100.022222,73.6634512936456
81.088889,77.77619770556973
78.355556,133.8094011367225
2.930556,11.937023229284009
184.333333,112.79232524957376
277.133333,361.6754345161856
23.977778,17.67053969132558
19.669444,13.522215061654862
7.347222,49.51358148327054
4.933333,9.455489771354571
16.933333,88.81065503266774
29.933333,25.35750001993507
23.0,11.076508881329751
149.622222,80.50500129738563
3.705556,9.223207102895593
3.666667,14.748807329675657
3.166667,11.407328342023419
16.533333,15.019624931991785
22.188889,15.753390483537572
385.822222,311.8829458799938
8.844444,10.172247450250417
4.125,7.274503655360938
123.155556,206.0994707735917
53.333333,65.7569690204505
125.177778,125.71960185618171
39.177778,27.168299431769587
13.822222,34.08590290399811
62.911111,64.65858083700734
161.8,121.29910593702736
4.916667,7.130995475646586
13.666667,11.582011838888839
37.111111,69.39286527086567
47.6,19.01439254701313
9.108333,12.390028340268302
9.666667,13.880462679454169
7.622222,15.167467746018566
10.888889,13.812982294148512
12.555556,9.079511121550475
3.930556,11.9316848006832
19.488889,7.227396136901085
4.330556,8.62203496752813
2.895833,10.541695762536456
5.855556,22.399641555882965
19.913889,15.09333618374653
357.066667,295.8311404681007
7.755556,5.998090318400038
69.666667,52.76958793444161
5.622222,13.958822053668733
31.555556,110.9725220129167
465.866667,379.6963206364211
18.577778,27.046541136214042
239.555556,202.04713436636018
6.155556,12.718473722877874
102.355556,59.016414857776724
417.577778,289.1455808128803
111.711111,162.67082261255015
6.311111,14.939919323387628
31.6,26.241616744222277
76.088889,131.33887446956112
8.644444,11.230121935948517
272.6,287.30412113667614
53.555556,54.75526172336017
23.888889,61.87186183984354
22.133333,61.143847532147475
145.222222,39.7309270759677
2.569444,7.4409225520197
5.685714,15.71233372691892
150.377778,115.99595006850993
2.692063,14.67990775244192
170.266667,208.151283800199
94.2,76.49688938840242
5.577778,4.110612807410085
1585.222222,1386.42228656836
356.377778,177.5276321714557
6.822222,13.908309227582194
3.255556,9.125754284712471
20.511111,22.884956386790527
35.355556,10.062169649156935
96.8,38.154970553184484
8.488889,20.859215005648736
43.666667,77.02971727324689
16.488889,57.86841761046186
17.133333,21.051515343228957
3.797222,10.965149372991192
16.733333,10.842488536313546
103.577778,92.9009800993951
14.888889,16.59835092591082
32.977778,41.00162923386052
168.422222,194.85184327182904
7.066667,10.634030478741856
23.111111,12.184575541352459
5.866667,16.319380861483097
29.355556,23.290833953172985
268.155556,229.61082101946826
62.733333,73.17944606952075
13.333333,16.67350400851545
21.755556,61.59780930491424
14.533333,21.468342887621503
9.577778,13.798166180972885
37.155556,32.82380360199005
3.355952,5.498771514861495
15.733333,8.846517297309788
13.2,20.229770790899813
2.688889,8.236696276581824
173.266667,174.28788964943982
137.777778,101.06451160240974
3.394841,9.917025771705354
510.555556,427.1648778824128
3.270833,8.723522082523743
3.231746,6.918361794883708
20.266667,55.32466032497867
38.133333,9.294403368042431
2.79881,8.197468745619638
4.719444,22.54143132563118
90.2,141.77779662931158
30.2,37.685738481098255
242.844444,368.575245689772
178.888889,132.20185087314005
16.933333,11.241565404516244
4.425,4.694701843486577
9.266667,10.550741491993378
2.44246,7.770095921583163
3.35,9.810589441565867
137.333333,85.7638066575442
16.577778,30.229022283261607
36.155556,44.53972790907376
6.031746,12.57215085230095
683.177778,650.7728320033875
196.933333,210.25134062700155
