INDEX,pop_daytime_fishnet500,pop_nighttime_fishnet500,ACC_ACD,ACC_COM,ACC_ET,ACC_LS,DEN_FLOOR,DEN_BUILT,DEN_WALK,DEN_DRIVE,DEN_EVI,DEN_MNDWI,DIS_METRO,DIS_BUS,ACC_CBD,DEN_EXCHANGE,DEN_BUS
G500-5117,156.222222,174.5,16,127,221,235,4.216022,0.317959,0.00626,0.018466,0.235909,0.0,0.411948,0.17191,6.192395,0.0,37
G500-5118,168.2,177.3,10,187,198,165,4.712456,0.392284,0.012023,0.0,0.165798,0.0,0.455845,0.304453,5.944624,0.0,0
G500-5119,72.044444,80.166667,0,30,34,14,1.271915,0.101647,0.006916,0.0,0.759727,0.0,0.863648,0.406169,5.729865,0.0,0
G500-5120,5.036111,4.356667,0,4,5,3,0.590621,0.058707,0.002518,0.0,0.847155,0.000369,1.335658,0.414212,5.551951,0.0,0
G500-5121,106.977778,75.7,6,12,15,1,1.214332,0.133228,0.005517,0.005567,0.579831,0.005842,1.097534,0.145717,5.414514,0.0,53
G500-5122,87.288889,67.866667,9,91,27,17,2.096199,0.290303,0.016663,0.000376,0.393684,0.017923,0.664102,0.348928,5.320691,0.0,0
G500-5123,7.758333,7.23,2,6,12,6,0.046438,0.007636,0.007524,0.0,0.326206,0.557573,0.421285,0.427042,5.272813,0.0,0
G500-5124,50.666667,10.8875,0,0,15,3,0.014371,0.00479,0.008908,0.0,0.45691,0.387709,0.643375,0.4119,5.27213,0.0,0
G500-5125,202.177778,204.133333,0,6,13,17,1.185983,0.069879,0.00642,0.005826,0.590523,0.049707,1.072558,0.528472,5.318661,0.0,0
G500-5126,80.888889,83.266667,3,37,35,23,2.713823,0.220971,0.007498,0.0,0.381149,0.084907,1.544937,0.453157,5.411188,0.0,0
G500-5127,76.6,55.866667,0,4,12,6,0.395557,0.041506,0.009654,0.004842,0.611576,0.151041,2.030587,0.526023,5.54741,0.0,0
G500-5128,94.133333,105.033333,7,61,131,84,3.208501,0.304342,0.005372,0.00366,0.163251,0.113823,2.521851,0.132631,5.724208,0.0,8
G500-5129,146.511111,154.8,17,42,142,87,3.531962,0.262958,0.002259,0.002123,0.179134,0.214908,2.775071,0.169654,5.937959,0.0,16
G500-5130,26.355556,27.1,2,14,19,5,1.365893,0.094877,0.003854,0.002878,0.58917,0.153337,2.296374,0.345621,6.184833,0.0,0
G500-5131,38.377778,35.433333,0,0,2,1,0.093693,0.012345,0.006014,0.004442,0.580073,0.247559,1.829111,0.75408,6.461033,0.0,0
G500-5132,100.511111,79.433333,0,0,0,1,0.00055,0.000183,0.00076,0.013741,0.837428,0.0,1.384905,0.645652,6.762969,0.0,0
G500-5133,156.088889,170.366667,2,6,13,15,1.340067,0.100667,0.007378,0.012377,0.573619,0.096637,0.995126,0.250432,7.087352,0.0,2
G500-5134,125.177778,174.033333,3,5,22,14,1.133223,0.099179,0.007776,0.001132,0.125731,0.572932,0.75006,0.456129,7.431242,0.0,0
G500-5135,15.577778,17.333333,0,1,7,2,0.080931,0.013714,0.011402,0.004015,0.278268,0.522775,0.796809,0.271535,7.792057,0.0,1
G500-5136,16.644444,12.3,1,1,3,0,0.523558,0.060059,0.012153,0.001173,0.295668,0.469366,1.098735,0.350678,8.167555,0.0,0
G500-5138,3.933333,3.643333,1,0,0,0,0.966103,0.058827,0.005268,0.00495,0.512424,0.245469,1.914034,0.118799,8.955141,0.0,1
G500-5139,11.866667,13.333333,0,1,1,0,0.009624,0.001834,0.007268,0.001795,0.746044,0.001127,2.19534,0.552256,9.364152,0.0,0
G500-5140,13.755556,14.966667,0,1,6,4,0.269972,0.026898,0.008198,0.003535,0.848822,0.0,2.544703,0.296669,9.781623,0.0,0
G500-5141,33.266667,39.566667,8,1,12,10,3.390685,0.281535,0.013803,0.0,0.532711,0.002165,2.937943,0.33826,10.206515,0.0,0
G500-5142,37.044444,34.133333,24,10,33,62,3.486232,0.245399,0.011167,0.002222,0.269272,0.049494,3.359688,0.041168,10.637939,0.0,23
G500-5143,70.733333,61.933333,6,5,82,49,1.169212,0.098313,0.012235,0.002056,0.490745,0.100464,3.343828,0.114164,11.075132,0.0,21
G500-5144,76.0,81.2,7,12,36,48,1.643805,0.147328,0.007931,0.002195,0.652642,0.0,3.183478,0.056087,11.517437,0.0,9
G500-5146,2.084821,3.04,0,0,0,0,0.141191,0.015051,0.001265,0.0,0.346803,0.387626,3.088887,0.670815,12.41519,0.0,0
G500-5156,22.533333,20.466667,0,0,0,0,0.005211,0.000434,1.5e-05,0.004685,0.050574,0.827899,2.044566,1.885445,17.075273,0.0,0
G500-5160,4.547222,6.366667,0,1,0,1,1.668504,0.176352,0.005093,0.000665,0.193555,0.006065,1.442275,0.844799,18.987789,0.0,0
G500-5161,2.903175,2.66,0,0,1,1,1.166174,0.09896,0.003938,0.003826,0.494334,0.025775,1.674853,0.792233,19.468666,0.0,0
G500-5163,12.688889,13.266667,1,7,3,3,0.659005,0.066515,0.009152,0.00727,0.42822,0.049617,1.327456,0.128136,20.433173,0.0,12
G500-5164,58.977778,74.066667,2,9,6,16,0.972008,0.117846,0.006657,0.004177,0.432756,0.00369,1.353503,0.2538,20.916676,0.0,0
G500-5165,68.288889,75.3,4,14,20,23,0.656961,0.152511,0.006845,0.008052,0.402624,0.000143,1.549775,0.051807,21.400938,0.0,49
G500-5166,31.377778,23.133333,0,6,0,2,1.773602,0.344933,0.007113,0.00508,0.360365,0.076211,1.863232,0.480495,21.885907,0.0,0
G500-5167,10.2,8.893333,2,33,27,9,1.282541,0.24513,0.008298,0.006839,0.400871,0.014983,2.24532,0.284215,22.371539,0.0,0
G500-5168,9.622222,6.833333,2,19,15,9,1.881703,0.358391,0.007126,0.005549,0.274303,0.0,2.666701,0.269604,22.857789,0.0,7
G500-5171,12.244444,9.553333,0,18,3,7,0.960351,0.15171,0.005752,0.0,0.082023,0.006067,1.616427,0.788535,14.088053,0.0,0
G500-5172,6.311111,9.0,1,4,3,2,2.696989,0.232986,0.007232,0.0,0.442388,0.0,1.753306,0.563692,13.618591,0.0,0
G500-5173,20.6,20.7,1,0,2,2,0.191664,0.031944,0.007635,0.00603,0.671286,0.0,1.818144,0.280077,13.151381,0.0,0
G500-5174,53.8,59.566667,7,2,16,22,1.547156,0.197292,0.00754,0.004481,0.421349,0.0,1.632637,0.013371,12.686671,0.0,6
G500-5175,25.888889,29.266667,4,4,20,30,0.845979,0.104876,0.012076,0.005825,0.489229,0.045384,1.589138,0.128528,12.224747,0.0,12
G500-5176,21.444444,19.866667,3,24,14,8,0.554327,0.076134,0.012307,0.006022,0.490791,0.091373,1.386753,0.299149,11.765935,0.0,0
G500-5177,18.8,19.433333,6,13,50,48,3.197322,0.320447,0.008771,0.008099,0.316854,0.0,0.889317,0.145468,11.310616,0.0,65
G500-5178,84.422222,101.233333,15,8,58,119,3.524242,0.302904,0.015637,0.004097,0.276475,0.0,0.398354,0.237864,10.859228,0.0,32
G500-5179,84.533333,76.633333,9,31,52,60,1.087324,0.238998,0.015788,0.009815,0.309473,0.0,0.162749,0.022911,10.412283,1.0,101
G500-5180,59.486111,64.866667,6,17,15,22,1.619665,0.166854,0.007184,0.005234,0.419653,0.0,0.627924,0.277983,9.970377,0.0,0
G500-5181,138.066667,175.666667,16,8,59,53,3.274808,0.322235,0.010614,0.00092,0.322169,0.0,0.509553,0.476628,9.534213,0.0,0
G500-5182,47.622222,47.933333,8,19,30,21,1.744318,0.266896,0.010331,0.016333,0.344337,0.0,0.414173,0.108648,9.104616,0.0,18
G500-5183,31.622222,23.333333,1,4,1,1,0.316635,0.045161,0.001272,0.004373,0.111842,0.507595,0.763829,0.367353,8.682559,0.0,0
G500-5184,14.777778,11.366667,2,12,4,6,2.489249,0.232004,0.004999,0.00356,0.391286,0.055171,1.040313,0.41974,8.269197,0.0,0
G500-5185,80.688889,83.633333,16,58,36,43,3.379265,0.253358,0.00793,0.006791,0.468237,0.0,1.004305,0.208325,7.865903,0.0,2
G500-5186,243.866667,205.033333,16,16,64,50,5.58502,0.276367,0.004599,0.012205,0.306473,0.0,0.635817,0.057922,7.474304,0.0,38
G500-5187,96.288889,84.066667,20,27,97,67,7.53652,0.365697,0.006223,0.003446,0.227982,0.0,0.468668,0.193991,7.096339,0.0,22
G500-5188,193.0,189.966667,23,35,130,153,8.333561,0.245575,0.004419,0.008645,0.371078,0.0,0.449167,0.071957,6.734302,0.0,42
G500-5189,91.511111,86.166667,9,42,49,37,3.243844,0.29752,0.01072,0.003832,0.235768,0.0,0.388444,0.161503,6.390902,0.0,2
G500-5190,221.177778,274.466667,17,53,138,113,5.398607,0.409754,0.008768,0.004035,0.119759,0.0,0.774614,0.091648,6.069302,0.0,7
G500-5191,137.2,174.8,7,47,261,130,5.607768,0.402631,0.00417,0.01612,0.148667,0.0,0.879185,0.20772,5.773147,0.0,33
G500-5192,168.555556,167.666667,9,124,221,65,2.818555,0.357024,0.007089,0.010161,0.147074,0.0,0.900589,0.187369,5.506544,0.0,10
G500-5193,90.8,88.166667,4,27,55,12,2.303955,0.197437,0.004826,0.004,0.467697,0.0,1.161531,0.315526,5.273976,0.0,0
G500-5194,29.288889,29.9,0,1,2,1,0.039392,0.007795,0.000466,0.003999,0.700883,0.0,1.515607,0.204805,5.08012,0.0,6
G500-5195,98.511111,115.6,0,10,3,3,1.403969,0.147781,0.003871,0.012293,0.279044,0.00455,1.016619,0.307243,4.929546,0.0,0
G500-5196,400.6,481.1,11,75,129,110,4.558228,0.348244,0.006511,0.016567,0.30134,0.0,0.51958,0.239049,4.826305,0.0,36
G500-5197,420.022222,426.733333,21,96,152,146,4.553919,0.317849,0.009837,0.004054,0.220235,0.008845,0.080087,0.180887,4.77347,1.0,11
G500-5198,209.422222,231.3,25,58,107,78,3.577868,0.252236,0.003751,0.005487,0.297979,0.006553,0.492812,0.073305,4.772716,0.0,22
G500-5199,177.688889,192.266667,7,25,40,41,2.681182,0.185112,0.003741,0.02277,0.387486,0.0,0.989603,0.31147,4.824067,0.0,0
G500-5200,203.111111,215.666667,16,38,75,81,3.696716,0.308854,0.004907,0.005994,0.28405,0.001517,1.488544,0.050053,4.925893,0.0,32
G500-5201,42.577778,40.233333,2,15,9,4,0.132002,0.027974,0.00681,0.004768,0.56469,0.0,1.988018,0.068202,5.075157,0.0,29
G500-5202,91.777778,74.733333,3,8,16,7,1.490454,0.159597,0.00189,0.012345,0.378058,0.04641,2.301454,0.158168,5.267829,0.0,9
G500-5203,80.577778,114.466667,3,4,14,9,2.876373,0.221571,0.003863,0.000396,0.534694,0.025309,2.344457,0.308934,5.499347,0.0,0
G500-5204,3.095238,2.925,0,0,0,0,0.833075,0.078249,0.003452,0.0,0.589944,0.163802,2.270699,0.433712,5.765034,0.0,0
G500-5207,50.288889,39.466667,10,30,12,15,2.954691,0.265508,0.005052,0.017731,0.505719,0.0,1.403205,0.152413,6.724137,0.0,7
G500-5208,90.844444,99.033333,9,7,43,39,3.096379,0.355205,0.006401,0.00839,0.275238,0.0,1.241491,0.109449,7.085677,0.0,13
G500-5209,25.844444,31.866667,11,11,35,50,4.173822,0.30967,0.009549,0.0,0.33021,0.015278,1.270281,0.549611,7.463218,0.0,0
G500-5210,5.177778,5.1,0,2,0,1,0.979699,0.093783,0.002001,0.0,0.450194,0.252445,1.478489,0.745526,7.854452,0.0,0
G500-5213,13.622222,12.2,0,0,0,0,0.049451,0.014236,0.0,0.004695,0.10482,0.73853,2.599144,0.51006,9.092349,0.0,0
G500-5214,2.756349,3.2625,1,2,2,1,0.320776,0.032798,0.007967,0.0,0.807275,0.106466,2.900266,0.207816,9.521744,0.0,1
G500-5215,23.155556,18.4,10,9,15,15,1.330429,0.115633,0.014723,0.0,0.539866,0.227771,3.018559,0.18722,9.957731,0.0,2
G500-5216,18.155556,19.833333,6,1,4,8,3.598817,0.163636,0.005429,0.0,0.41937,0.037832,2.960089,0.166583,10.399481,0.0,4
G500-5217,12.088889,11.2,4,3,8,4,1.400471,0.109009,0.005856,0.0,0.770134,0.0,2.889463,0.126201,10.84629,0.0,4
G500-5218,72.2,85.133333,4,10,44,41,4.064696,0.359096,0.006384,0.0,0.392898,0.0,2.702285,0.282647,11.297558,0.0,1
G500-5219,29.955556,27.233333,3,4,15,13,1.85759,0.157544,0.003185,0.002445,0.54554,0.007986,2.599171,0.147933,11.75277,0.0,6
G500-5220,8.177778,10.366667,1,0,10,0,0.394304,0.043545,0.002288,0.000345,0.814939,0.026029,2.590181,0.362067,12.211487,0.0,0
G500-5221,3.631944,3.24,0,1,4,0,0.471516,0.0487,0.004477,0.0,0.713643,0.089944,2.601504,0.783694,12.673327,0.0,0
G500-5231,24.155556,17.966667,0,0,0,0,0.022939,0.007646,0.0,0.004239,0.65697,0.058144,1.339181,1.241179,17.408079,0.0,0
G500-5232,10.777778,5.293333,0,0,0,0,0.5835,0.027987,1.4e-05,1.4e-05,0.148583,0.589912,1.00915,0.99737,17.889494,0.0,0
G500-5233,2.723214,2.23,0,1,0,0,6.034113,0.156059,0.005204,0.004881,0.378856,0.118011,0.862183,0.834407,18.371903,0.0,0
G500-5234,7.191667,3.64,0,1,0,0,2.952744,0.23397,0.002585,0.002585,0.420434,0.0,0.984041,0.793963,18.855228,0.0,0
G500-5235,15.266667,7.206667,1,1,0,0,0.562745,0.054252,0.014696,0.012526,0.382034,0.0,1.301274,0.816908,19.3394,0.0,0
G500-5236,3.790179,4.6,1,0,8,6,0.591459,0.053486,0.006765,0.00451,0.661596,0.0,1.061667,0.728892,19.824359,0.0,0
G500-5237,44.622222,61.833333,3,2,26,27,0.73389,0.063755,0.001933,0.001933,0.382669,0.00015,0.834846,0.547811,20.310047,0.0,0
G500-5238,20.666667,37.433333,2,0,7,5,0.437617,0.048752,0.0,0.0,0.250457,0.084904,0.87567,0.510761,20.796413,0.0,0
G500-5239,37.355556,31.533333,1,6,1,6,0.902804,0.2037,0.006741,0.010985,0.345244,0.0,1.156127,0.38491,21.283411,0.0,0
G500-5240,24.311111,28.433333,0,11,0,1,1.617313,0.377935,0.008955,0.006054,0.266214,0.0,1.551277,0.640302,21.770999,0.0,0
G500-5241,17.977778,17.433333,1,13,1,5,0.909728,0.197423,0.009404,0.007115,0.484573,0.051848,1.994064,0.430587,22.259138,0.0,0
G500-5242,7.044444,4.12,9,24,7,9,1.340512,0.29473,0.010905,0.010905,0.31098,0.014534,2.233962,0.123078,22.747791,0.0,17
G500-5243,2.517857,2.37,0,11,2,3,0.828551,0.152468,0.003964,0.003964,0.218573,0.455759,2.282217,0.395258,23.236928,0.0,0
G500-5244,57.688889,65.266667,0,11,14,13,1.877427,0.237087,0.01072,0.0,0.273626,0.021224,1.979287,0.286325,12.0386,0.0,2
G500-5245,53.888889,59.133333,2,7,4,4,1.303808,0.050189,0.012416,0.0,0.586571,0.094009,1.511747,0.033673,11.572411,0.0,8
G500-5246,110.244444,128.566667,13,17,50,63,1.576671,0.245779,0.008721,0.004147,0.407768,0.0,1.067133,0.099398,11.109163,0.0,9
G500-5247,130.2,107.766667,8,35,58,51,1.341999,0.311743,0.006479,0.008552,0.213958,0.0,0.602802,0.175619,10.649239,0.0,53
G500-5248,127.911111,110.233333,1,4,28,9,1.057312,0.335451,0.005669,0.009752,0.310537,0.0,0.296593,0.059229,10.19309,0.0,27
G500-5249,79.669444,74.966667,9,39,11,10,0.869047,0.219914,0.011651,0.003504,0.406429,0.0,0.559074,0.040566,9.741247,0.0,6
G500-5250,111.2,117.633333,5,17,37,56,2.369902,0.246629,0.0089,0.003493,0.514858,0.0,0.358362,0.297489,9.294336,0.0,0
G500-5251,51.844444,38.866667,6,13,23,26,2.710883,0.207578,0.0034,0.005593,0.263396,0.163644,0.200794,0.17976,8.853106,1.0,31
G500-5252,75.044444,75.933333,7,11,32,27,4.806007,0.073832,0.00945,0.006723,0.228831,0.462591,0.672468,0.057475,8.418449,0.0,22
G500-5253,144.111111,147.466667,8,10,47,63,9.252006,0.259841,0.010519,0.006256,0.397667,0.0,0.566458,0.191086,7.991438,0.0,1
G500-5254,322.022222,305.5,9,18,36,37,3.606337,0.227067,0.014158,0.026187,0.260097,0.0,0.572029,0.138283,7.573367,0.0,66
G500-5255,458.066667,465.133333,16,24,69,95,6.544754,0.2889,0.014056,0.011413,0.239409,0.0,0.299052,0.119092,7.1658,1.0,54
G500-5256,115.466667,101.7,23,22,130,82,11.641735,0.329931,0.006211,0.009764,0.290833,0.0,0.397292,0.080482,6.770634,0.0,28
G500-5257,501.377778,442.533333,29,34,325,266,8.626087,0.356395,0.008547,0.009896,0.255578,0.0,0.343853,0.140705,6.390171,0.0,8
G500-5258,310.2,404.233333,28,29,95,130,6.452889,0.311684,0.012955,0.007506,0.209067,0.0,0.259563,0.178046,6.027196,1.0,27
G500-5259,343.955556,359.133333,24,56,207,138,5.963029,0.344402,0.010848,0.014309,0.203086,0.0,0.718687,0.147829,5.685058,0.0,61
G500-5260,208.2,197.4,4,71,354,84,6.254563,0.535901,0.008669,0.002216,0.051424,0.0,0.947649,0.343059,5.367745,0.0,0
G500-5261,462.555556,354.066667,15,140,913,134,8.935608,0.504451,0.006571,0.004503,0.037206,0.0,1.051889,0.311439,5.07991,0.0,0
G500-5262,552.311111,593.533333,12,119,301,87,8.288053,0.28463,0.011788,0.008851,0.081842,0.0,1.347184,0.092175,4.82683,0.0,15
G500-5263,414.688889,463.9,15,38,78,98,9.082959,0.251792,0.006295,0.007603,0.272385,0.0,1.328045,0.073952,4.614226,0.0,22
G500-5264,273.155556,305.333333,24,73,285,157,6.381021,0.332133,0.006858,0.004075,0.194326,0.0,1.167239,0.21289,4.447908,0.0,19
G500-5265,219.266667,232.4,30,47,133,174,5.451736,0.266438,0.011076,0.011454,0.366782,0.0,0.773884,0.096167,4.333207,0.0,79
G500-5266,249.533333,304.633333,14,43,198,189,7.366742,0.533158,0.009254,9.6e-05,0.144965,0.0,0.579091,0.293227,4.274282,0.0,0
G500-5267,178.244444,218.666667,24,11,175,183,8.42654,0.407312,0.007666,0.00219,0.211494,0.0,0.756172,0.132938,4.273439,0.0,11
G500-5268,271.044444,316.7,16,26,80,69,5.548291,0.270444,0.005155,0.004422,0.293602,0.0,1.143786,0.074372,4.330714,0.0,50
G500-5269,178.377778,229.8,10,44,100,105,6.521524,0.40973,0.008844,0.001996,0.262727,0.001516,1.493544,0.415532,4.443859,0.0,0
G500-5270,167.177778,210.166667,5,24,92,50,2.557898,0.277814,0.003727,0.002379,0.36245,0.0,1.629471,0.261352,4.608761,0.0,3
G500-5271,15.866667,14.5,9,12,34,22,1.432126,0.195897,0.005072,0.004526,0.557117,0.0,1.817763,0.21477,4.820112,0.0,25
G500-5272,148.755556,148.066667,2,8,14,10,1.11321,0.093648,0.003259,0.017277,0.416161,0.0,1.864827,0.276098,5.072108,0.0,15
G500-5273,169.444444,205.933333,7,5,34,97,2.814538,0.175973,0.007317,0.00482,0.46185,0.010465,1.771207,0.048894,5.359019,0.0,4
G500-5274,41.066667,30.966667,2,9,13,12,1.298545,0.162599,0.002636,0.004193,0.422153,0.0,1.815701,0.215886,5.675551,0.0,17
G500-5275,32.555556,27.166667,1,3,0,2,1.512266,0.152778,0.000238,0.000683,0.473686,0.001516,1.76244,0.342491,6.017033,0.0,0
G500-5276,168.8,225.566667,11,22,52,61,3.488335,0.318509,0.009498,0.003713,0.423338,0.0,1.809427,0.100324,6.379458,0.0,16
G500-5277,133.622222,137.466667,3,7,22,9,2.792105,0.143134,0.006746,0.009619,0.54057,0.0,1.737817,0.171107,6.759459,0.0,7
G500-5278,39.866667,35.5,6,2,1,0,0.892366,0.07251,0.00384,0.004946,0.816146,0.0,1.754508,0.555457,7.154235,0.0,0
G500-5280,17.427778,24.366667,0,0,0,0,0.030031,0.008224,0.001516,0.0,0.903226,0.032091,1.790655,0.712578,7.979266,0.0,0
G500-5281,17.177778,14.933333,0,2,1,0,0.274111,0.039886,0.005015,0.002473,0.366716,0.401818,2.005123,0.899176,8.406038,0.0,0
G500-5282,12.466667,13.766667,0,0,0,1,0.524312,0.057775,0.004146,0.001963,0.101588,0.658691,2.309674,0.845776,8.840491,0.0,0
G500-5283,13.133333,9.753333,1,8,0,0,0.440996,0.039487,0.003336,0.0,0.033843,0.796088,2.673699,0.544541,9.281545,0.0,0
G500-5284,15.586111,8.573333,0,0,0,0,0.658552,0.064093,0.001542,0.0,0.011598,0.675716,2.530472,0.3095,9.728303,0.0,0
G500-5285,8.726587,2.533333,0,1,1,0,4.996505,0.314172,0.004655,0.0,0.17274,0.064062,2.46043,0.37827,10.180014,0.0,0
G500-5286,19.0,13.42,2,0,4,0,1.111316,0.104323,0.00641,0.0,0.817133,0.0,2.452919,0.366744,10.636046,0.0,0
G500-5287,25.222222,22.2,0,0,1,0,1.530914,0.115115,0.001824,0.0,0.896442,0.0,2.229385,0.33004,11.095868,0.0,1
G500-5288,66.866667,77.866667,5,10,29,22,3.160772,0.347946,0.008137,0.0,0.361594,0.0,2.103213,0.240726,11.559026,0.0,3
G500-5289,27.844444,21.7,4,12,20,34,1.137872,0.128684,0.001658,0.002069,0.737035,0.0,2.092093,0.190898,12.025135,0.0,14
G500-5291,2.171429,2.853333,0,0,0,0,0.535725,0.0476,0.0,0.0,0.180567,0.143827,1.899425,1.125235,12.964932,0.0,0
G500-5299,4.575,2.626667,0,0,0,0,0.0,0.0,0.0,0.0,0.05975,0.756899,1.567357,0.916668,16.793805,0.0,0
G500-5300,65.822222,46.033333,0,4,2,0,0.248996,0.036194,0.000664,0.003406,0.01249,0.500806,1.087008,0.767836,17.277866,0.0,0
G500-5301,21.2,19.266667,1,6,2,4,2.726731,0.190761,0.006487,0.006399,0.174647,0.066586,0.637623,0.616657,17.762811,0.0,0
G500-5302,32.333333,28.0,2,4,34,8,0.341088,0.040043,0.007919,0.006351,0.584739,0.178579,0.362684,0.337064,18.248569,0.0,0
G500-5303,67.955556,68.0,3,9,18,26,0.60199,0.050628,0.011112,0.003445,0.217572,0.05628,0.59709,0.300607,18.735076,0.0,0
G500-5304,31.177778,33.933333,3,2,2,4,1.337326,0.127689,0.011196,0.01018,0.595853,0.0,1.039949,0.387219,19.222275,0.0,0
G500-5305,46.422222,49.933333,6,7,4,8,2.033018,0.287683,0.009579,0.004082,0.601787,0.0,0.749642,0.234432,19.710116,0.0,19
G500-5306,192.711111,242.5,18,7,69,133,0.887574,0.130868,0.003296,0.001662,0.124352,0.008947,0.363035,0.24466,20.198551,0.0,10
G500-5307,119.644444,148.1,5,4,25,66,0.135963,0.038438,0.0,0.005697,0.477877,0.007581,0.449027,0.245109,20.687539,0.0,4
G500-5308,5.447222,3.346667,3,9,11,14,2.066138,0.426999,0.001833,0.002938,0.208097,0.0,0.878326,0.218814,21.177041,0.0,37
G500-5309,14.244444,10.266667,2,1,15,9,1.52532,0.280408,0.004182,0.0,0.347808,0.0,1.35694,0.36589,21.667023,0.0,0
G500-5310,9.955556,7.333333,3,3,8,3,1.069577,0.184867,0.004262,0.0,0.53664,0.028446,1.813539,0.434038,22.157452,0.0,0
G500-5311,4.116667,3.446667,0,1,1,0,0.610633,0.078611,0.003592,0.000636,0.440164,0.227156,1.734028,0.567857,22.648299,0.0,0
G500-5313,3.257937,2.11,0,0,0,0,0.031349,0.005225,0.001795,0.0,0.167074,0.625673,1.985626,0.580332,23.631146,0.0,0
G500-5314,65.6,71.5,1,10,23,11,0.807332,0.187848,0.009944,0.005092,0.377726,0.079108,1.53905,0.188837,11.39755,0.0,17
G500-5315,73.4,75.5,4,22,16,21,3.620011,0.302332,0.010353,0.006382,0.392336,0.014273,1.045596,0.218412,10.926891,0.0,3
G500-5316,180.888889,190.666667,13,26,93,64,2.517014,0.402626,0.003243,0.010162,0.281189,0.0,0.563797,0.086908,10.458956,0.0,62
G500-5317,246.066667,259.466667,4,12,111,48,1.895496,0.351833,0.014574,0.004935,0.293157,0.001517,0.206069,0.047397,9.994126,1.0,42
G500-5318,59.941667,71.8,13,14,48,55,3.187681,0.338898,0.010831,0.0,0.294238,0.0,0.51678,0.180923,9.532857,0.0,2
G500-5319,60.311111,58.566667,13,11,29,29,3.86785,0.35532,0.008518,0.004453,0.373717,0.0,0.705126,0.126585,9.07569,0.0,18
G500-5321,134.288889,170.4,14,20,66,89,4.363958,0.182616,0.017964,0.011212,0.154506,0.19978,0.726731,0.13137,8.176414,0.0,28
G500-5322,456.6,407.066667,19,29,211,218,6.286112,0.280601,0.017676,0.007902,0.36247,0.0,0.243924,0.167278,7.736055,2.0,55
G500-5323,249.177778,218.333333,18,13,183,109,5.87,0.316985,0.013527,0.003532,0.209826,0.0,0.256594,0.212441,7.30338,0.0,10
G500-5324,171.866667,171.1,15,9,99,88,5.408241,0.37885,0.019122,0.003715,0.26662,0.0,0.319101,0.146464,6.879837,0.0,65
G500-5325,573.911111,480.1,36,38,247,117,7.769294,0.330593,0.00895,0.006833,0.156058,0.0,0.412596,0.087888,6.467221,0.0,45
G500-5326,167.666667,129.866667,51,36,116,126,8.50142,0.280437,0.013077,0.008915,0.323395,0.0,0.276013,0.061628,6.067763,0.0,41
G500-5327,230.488889,213.133333,15,23,113,134,7.434284,0.388454,0.013322,0.003054,0.336219,0.0,0.541531,0.273921,5.684237,0.0,4
G500-5328,175.511111,164.6,16,43,330,103,6.783874,0.294147,0.006613,0.013313,0.241351,0.0,0.702046,0.209799,5.320089,0.0,22
G500-5329,94.333333,87.266667,19,91,679,115,6.953663,0.414498,0.007273,0.002988,0.095547,0.0,0.448666,0.435206,4.979573,0.0,0
G500-5330,261.577778,139.166667,23,187,1836,170,11.625391,0.501088,0.004193,0.00249,0.066187,0.0,0.640105,0.384529,4.667864,0.0,0
G500-5331,296.466667,356.9,21,134,357,282,10.095046,0.602433,0.008575,0.0,0.064354,0.0,1.023048,0.443746,4.391099,0.0,0
G500-5332,454.911111,508.666667,9,138,295,235,9.591746,0.551621,0.00604,0.0,0.047844,0.0,0.830633,0.362713,4.156266,0.0,0
G500-5333,286.044444,337.366667,45,70,145,139,8.491579,0.463955,0.003701,0.0,0.104203,0.0,0.912838,0.356323,3.970812,0.0,0
G500-5334,381.6,430.3,49,143,90,125,6.196793,0.271371,0.003847,0.006058,0.286158,0.0,0.997859,0.164878,3.841894,0.0,21
G500-5335,139.644444,129.8,21,63,98,94,4.513414,0.418669,0.008216,0.001425,0.173003,0.0,0.949709,0.132539,3.775308,0.0,17
G500-5336,275.822222,295.966667,29,27,89,133,7.637034,0.353058,0.006438,0.004347,0.239827,0.0,1.143753,0.125311,3.774354,0.0,25
G500-5337,299.2,348.166667,33,69,119,193,6.937891,0.364794,0.011436,0.009659,0.156272,0.0,1.035789,0.11189,3.839082,0.0,74
G500-5338,256.333333,320.966667,32,23,138,140,6.663621,0.432249,0.004031,0.002023,0.162347,0.0,0.998679,0.188293,3.966276,0.0,11
G500-5339,90.222222,99.1,6,34,45,25,4.439432,0.301806,0.004631,0.001042,0.464782,0.0,1.192417,0.230293,4.150198,0.0,9
G500-5340,29.8,27.433333,3,29,28,19,3.326054,0.328634,0.002698,0.0,0.478082,0.0,1.346045,0.555192,4.383714,0.0,0
G500-5341,108.2,102.8,4,2,6,10,2.232128,0.170743,0.004718,0.007627,0.323723,0.0,1.399529,0.197738,4.659372,0.0,14
G500-5342,404.022222,524.233333,25,12,107,184,5.115198,0.362254,0.005938,0.002434,0.287873,0.0,1.272115,0.134289,4.970165,0.0,22
G500-5343,162.6,201.233333,17,28,132,118,5.762487,0.575581,0.004208,0.002765,0.105907,0.0,1.333369,0.086414,5.309929,0.0,4
G500-5344,25.755556,22.133333,7,30,30,30,2.469449,0.23048,0.002698,0.006027,0.422452,0.0,1.263199,0.145306,5.67346,0.0,23
