INDEX,pop_daytime_fishnet500,pop_nighttime_fishnet500,ACC_ACD,ACC_COM,ACC_ET,ACC_LS,DEN_FLOOR,DEN_BUILT,DEN_WALK,DEN_DRIVE,DEN_EVI,DEN_MNDWI,DIS_METRO,DIS_BUS,ACC_CBD,DEN_EXCHANGE,DEN_BUS
G500-18386,70.688889,78.1,13,37,210,116,2.932142,0.260224,0.011669,0.007125,0.19711,0.0,9.098319,0.103569,41.468737,0.0,9
G500-18387,179.777778,241.1,17,26,265,76,2.513124,0.225306,0.005379,0.003966,0.40664,0.003034,9.087375,0.099665,41.251048,0.0,4
G500-18388,230.222222,298.433333,42,33,218,149,4.897553,0.234686,0.007654,0.003798,0.162778,0.0,9.015738,0.174126,41.038297,0.0,12
G500-18389,173.955556,250.466667,38,44,147,168,3.302925,0.222522,0.010709,0.00556,0.081973,0.006067,8.67244,0.10962,40.830559,0.0,5
G500-18390,250.155556,313.9,33,33,90,94,2.246161,0.117914,0.008321,0.000125,0.132928,0.0,8.344993,0.324556,40.627914,0.0,0
G500-18391,154.044444,188.066667,43,44,125,124,3.687598,0.166146,0.004855,0.004118,0.181357,0.0,8.035335,0.205431,40.430436,0.0,20
G500-18392,98.222222,135.133333,27,33,60,66,1.006441,0.053509,0.012458,0.0,0.289824,0.0,7.745599,0.366819,40.238203,0.0,0
G500-18394,35.155556,43.2,7,14,15,24,0.203905,0.011328,0.00675,0.0,0.662855,0.0,7.235308,0.640739,39.86977,0.0,0
G500-18396,5.955556,4.7,0,0,0,0,0.0,0.0,0.003834,0.003572,0.777283,0.010617,6.834111,0.140394,39.523211,0.0,2
G500-18399,6.955556,8.133333,0,1,1,0,0.0,0.0,0.002612,0.0,0.71669,0.126894,6.479826,0.775768,39.045647,0.0,0
G500-18401,28.377778,26.7,0,5,3,5,0.024772,0.006573,0.003357,0.004194,0.493834,0.0,6.429894,0.105821,38.756266,0.0,11
G500-18403,9.8,9.733333,0,1,0,0,0.0,0.0,0.007818,0.0,0.511672,0.0,6.534441,0.436714,38.490697,0.0,0
G500-18404,6.094444,9.0,0,4,1,2,0.0,0.0,0.009788,0.0,0.325519,0.0,6.581339,0.594896,38.366999,0.0,0
G500-18405,13.688889,14.033333,0,3,7,5,0.0,0.0,0.006064,0.000829,0.460997,0.0,6.609254,0.254664,38.249436,0.0,1
G500-18406,4.533333,3.766667,0,1,2,1,0.0,0.0,0.004534,0.002012,0.616412,0.001517,6.674613,0.512578,38.138067,0.0,0
G500-18407,3.210714,2.886667,0,2,5,1,0.0,0.0,0.004637,0.00202,0.639048,0.030117,6.776332,0.592735,38.032946,0.0,0
G500-18408,7.313889,5.86,0,2,1,0,0.0,0.0,0.006714,0.002008,0.737778,0.019716,6.912806,0.103141,37.934124,0.0,2
G500-18409,6.533333,5.6,1,0,1,1,0.0,0.0,0.003613,0.002006,0.703578,0.003033,7.082027,0.320465,37.841651,0.0,0
G500-18410,17.133333,18.466667,0,2,6,1,0.042163,0.007015,0.005807,0.002019,0.60596,0.0,7.281712,0.065886,37.755574,0.0,2
G500-18411,40.755556,45.633333,1,19,9,24,0.357802,0.045224,0.006227,0.005254,0.536009,0.0,7.509431,0.226805,37.675936,0.0,4
G500-18412,38.733333,39.533333,2,12,19,22,0.668202,0.038508,0.004425,0.007205,0.464592,0.0,7.762716,0.085059,37.602779,0.0,8
G500-18413,25.711111,19.9,0,19,5,1,0.128465,0.024044,0.010279,0.0,0.298713,0.0,8.039153,0.284813,37.53614,0.0,0
G500-18414,6.822222,8.6,2,5,1,0,0.0,0.0,0.005575,0.0,0.501651,0.0,8.336438,0.26834,37.476053,0.0,2
G500-18415,7.266667,6.3,0,0,0,1,0.0,0.0,0.000235,0.0,0.788572,0.001517,8.652423,0.368665,37.422552,0.0,0
G500-18416,2.086806,2.216667,0,0,0,0,0.0,0.0,0.0,0.0,0.681281,0.0,8.985134,0.775006,37.375663,0.0,0
G500-18418,11.688889,8.58,0,1,0,0,0.0,0.0,0.0,0.011505,0.718479,0.012623,9.693765,1.740711,37.30182,0.0,0
G500-18419,12.266667,8.9,0,1,0,0,0.0,0.0,0.002014,0.014714,0.602768,0.001517,10.066643,1.953171,37.274905,0.0,0
G500-18420,8.644444,10.0,0,3,0,1,0.0,0.0,0.00112,0.002365,0.430541,0.007583,10.450144,1.725296,37.254683,0.0,0
G500-18421,4.252778,3.713333,0,0,1,3,0.0,0.0,0.004029,0.004243,0.539876,0.0,10.843142,1.369742,37.241162,0.0,0
G500-18422,17.777778,13.466667,0,0,0,1,0.0,0.0,0.002526,0.010062,0.572154,0.001475,11.244641,0.925289,37.234352,0.0,0
G500-18423,31.066667,23.266667,0,1,0,2,0.0,0.0,0.00376,0.008355,0.524175,0.012173,11.432741,0.579765,37.234255,0.0,0
G500-18424,24.577778,18.5,0,12,3,0,0.0,0.0,0.001309,0.005325,0.559515,0.0,11.131212,0.562224,37.240872,0.0,0
G500-18425,22.288889,14.933333,0,0,0,0,0.0,0.0,0.0,0.004099,0.622619,0.0,10.844362,0.892224,37.254199,0.0,0
G500-18426,18.644444,16.1,0,0,1,1,0.0,0.0,0.002011,0.006118,0.651318,0.0,10.573386,0.637949,37.274229,0.0,0
G500-18427,40.2,35.166667,0,1,0,2,0.0,0.0,0.0,0.003171,0.320199,0.0,10.319535,0.626759,37.300951,0.0,0
G500-18428,127.533333,129.233333,14,7,75,169,0.835443,0.05888,0.008142,0.002046,0.493054,0.0,10.084102,0.242723,37.334351,0.0,6
G500-18429,41.288889,48.366667,9,3,17,14,2.378175,0.174367,0.010125,0.002036,0.636879,0.0,9.868405,0.258292,37.374411,0.0,2
G500-18432,16.422222,11.466667,0,0,0,0,0.0,0.0,0.001253,0.008795,0.893092,0.0,9.352772,0.849142,37.534317,0.0,0
G500-18433,28.533333,20.066667,0,1,0,0,0.0,0.0,0.004066,0.015288,0.539424,0.0,9.228795,0.853034,37.600768,0.0,0
G500-18434,36.311111,21.566667,0,0,0,0,0.0,0.0,0.000852,0.015158,0.71471,0.002252,9.130551,1.110987,37.673738,0.0,0
G500-18435,12.444444,9.0,0,2,1,0,0.0,0.0,0.0,0.008522,0.786342,0.007582,9.058878,1.002585,37.75319,0.0,0
G500-18439,8.977778,12.766667,0,0,1,1,0.001111,0.00037,0.003915,0.001725,0.703445,0.01668,7.454739,0.44956,38.134952,0.0,0
G500-18440,17.666667,18.366667,0,0,5,4,0.004002,0.001334,0.008703,0.0,0.464726,0.0,7.074088,0.32704,38.246142,0.0,0
G500-18441,4.555556,2.945833,0,0,1,2,0.249491,0.083164,0.012569,0.0,0.709553,0.056669,6.709122,0.621493,38.363526,0.0,0
G500-18443,7.955556,5.213333,0,0,0,0,0.006471,0.002157,0.002712,0.0,0.987179,0.0,6.037508,1.014657,38.616651,0.0,0
G500-18450,14.011111,9.733333,0,0,2,1,0.0,0.0,0.002728,0.003919,0.776697,0.000736,2.781815,0.209838,39.688731,0.0,2
G500-18451,8.119444,4.76,0,0,0,1,0.0,0.0,0.002419,0.002494,0.901952,0.027725,2.286786,0.687842,39.864623,0.0,0
G500-18456,29.222222,28.9,4,1,0,3,0.080321,0.025307,0.001261,0.005207,0.405949,0.0,0.428786,0.406421,40.824651,0.0,0
G500-18457,16.022222,17.366667,3,5,2,1,0.0,0.0,0.004189,0.0,0.67591,0.0,0.821432,0.603617,41.032243,0.0,0
G500-18458,12.4,10.633333,1,0,0,0,0.0,0.0,0.004345,6.2e-05,0.618519,0.0,1.290599,0.515159,41.244851,0.0,0
G500-18461,13.688889,12.4,1,2,0,0,0.0,0.0,0.001055,0.001055,0.348254,0.0,2.254884,0.710967,41.912005,0.0,0
G500-18511,2.827381,2.326667,0,0,2,0,0.0,0.0,0.000266,0.004012,0.864065,0.0,19.214132,0.401138,57.825221,0.0,0
G500-18512,3.338095,3.279167,0,0,0,0,0.0,0.0,0.0,9.2e-05,0.924451,0.0,19.134028,0.370342,58.208667,0.0,0
G500-18516,6.688889,3.52,0,0,0,0,0.0,0.0,0.001831,0.005202,0.920066,0.0,18.942642,1.089345,59.759687,0.0,0
G500-18528,4.194444,4.416667,0,0,0,0,0.0,0.0,0.001319,0.001906,0.894702,0.0,19.235505,0.159919,64.561085,0.0,4
G500-18539,12.177778,6.766667,0,1,0,0,0.0,0.0,0.001937,0.005798,0.930988,0.0,20.781626,0.156117,69.12709,0.0,1
G500-18542,2.940476,2.363333,0,0,1,0,0.0,0.0,0.0,0.002116,0.839848,0.012404,21.430118,0.178335,70.395546,0.0,4
G500-18551,8.544444,9.78,0,0,0,0,0.0,0.0,0.0,0.0,0.097259,0.003234,19.039055,0.834437,50.9644,0.0,0
G500-18561,3.031349,3.353333,0,0,2,0,0.0,0.0,0.002013,0.0,0.909892,0.003034,13.114883,1.493695,46.257562,0.0,0
G500-18566,3.663889,3.791667,0,0,0,0,0.0,0.0,0.001729,0.0,0.848525,0.006186,11.554437,0.481046,44.857843,0.0,0
G500-18572,6.933333,8.633333,0,4,0,1,0.0,0.0,0.001366,0.0,0.830618,0.0,10.18876,0.638388,43.309154,0.0,0
G500-18573,7.466667,6.066667,0,5,2,1,0.0,0.0,0.002088,0.003939,0.686485,0.0,10.030543,0.242554,43.065945,0.0,6
G500-18574,14.644444,12.366667,0,4,1,0,0.0,0.0,0.003744,0.010799,0.691284,0.0,9.895088,0.347469,42.827193,0.0,0
G500-18575,32.355556,32.066667,0,10,7,4,0.085803,0.010431,0.001759,0.0,0.514748,0.0,9.78334,0.820723,42.592972,0.0,0
G500-18576,98.133333,97.733333,4,21,38,12,1.434246,0.078159,0.010059,0.003028,0.228465,0.0,9.696118,0.479675,42.363357,0.0,0
G500-18577,90.422222,118.966667,8,30,73,34,2.422676,0.114861,0.01578,0.008566,0.204022,0.0,9.634089,0.102044,42.138425,0.0,2
G500-18578,66.4,78.766667,17,36,120,115,3.529413,0.230193,0.018764,0.0,0.10337,0.0,9.597742,0.328664,41.91825,0.0,0
G500-18579,170.777778,248.5,27,21,138,161,3.019805,0.257333,0.009101,0.003998,0.194937,0.0,9.587368,0.125511,41.702907,0.0,8
G500-18580,49.133333,55.6,11,14,95,117,1.890934,0.126367,0.006983,0.005101,0.33058,0.0,9.378751,0.259917,41.492472,0.0,0
G500-18581,68.6,88.9,27,49,143,143,4.034909,0.180492,0.003241,0.008012,0.160172,0.0,9.049235,0.047964,41.28702,0.0,11
G500-18582,70.444444,56.9,19,75,91,92,3.18245,0.194092,0.003681,0.004002,0.108473,0.0,8.735923,0.162315,41.086626,0.0,8
G500-18583,103.577778,125.8,27,46,63,70,2.353192,0.174394,0.000422,0.009045,0.135996,0.001517,8.440619,0.163839,40.891364,0.0,2
G500-18584,73.777778,77.666667,17,14,64,36,0.692349,0.040118,0.008669,0.003999,0.431246,0.0,8.165276,0.213374,40.701308,0.0,2
G500-18585,51.555556,58.166667,3,18,48,20,0.159504,0.009086,0.005853,0.007107,0.643257,0.0,7.91198,0.240194,40.516531,0.0,2
G500-18586,24.4,15.433333,0,8,2,3,0.022219,0.001234,0.001738,0.0,0.792606,0.0,7.682911,0.347257,40.337105,0.0,0
G500-18589,6.288889,5.0,0,0,3,2,0.07287,0.02429,0.004981,0.001895,0.379065,0.0,7.163114,0.350868,39.831651,0.0,0
G500-18590,24.0,24.933333,0,5,2,1,0.05321,0.017737,0.013737,0.004657,0.439947,0.000781,7.05251,0.160733,39.67434,0.0,2
G500-18591,32.777778,26.866667,1,8,1,0,0.068609,0.02287,0.009025,0.0,0.588623,0.015167,6.976073,0.475991,39.522728,0.0,0
G500-18592,49.0,51.033333,3,22,21,13,0.68102,0.073698,0.007379,0.0,0.421088,0.0,6.934932,0.212135,39.376882,0.0,22
G500-18593,22.222222,19.0,1,8,7,3,0.189053,0.011811,0.000571,0.00646,0.652203,0.0,6.929717,0.143954,39.236866,0.0,24
G500-18594,2.642063,2.1875,0,2,0,4,0.007726,0.002575,0.001934,0.002029,0.787402,0.01365,6.960508,0.345767,39.102742,0.0,0
G500-18595,3.283333,2.686667,0,1,0,1,0.0,0.0,0.000706,0.002018,0.896217,0.0,7.026832,0.057884,38.974572,0.0,2
G500-18596,5.216667,5.64,0,1,1,2,0.0,0.0,0.004764,0.002057,0.734153,0.001517,7.081264,0.494352,38.852414,0.0,0
G500-18601,4.555556,5.766667,0,0,2,2,0.0,0.0,0.005185,0.0,0.51253,0.0,7.548867,0.558415,38.333719,0.0,0
G500-18604,11.977778,13.033333,2,2,5,2,0.0,0.0,0.001879,0.005885,0.487352,0.0,8.190851,0.259036,38.097932,0.0,10
G500-18605,10.711111,13.066667,2,8,2,1,0.0,0.0,0.002303,0.0,0.313188,0.003033,8.453299,0.320279,38.032161,0.0,0
G500-18606,6.933333,6.193333,1,10,1,1,0.0,0.0,0.001514,0.0,0.548796,0.001517,8.736503,0.339273,37.972859,0.0,0
G500-18607,2.90625,2.78,0,5,1,2,0.0,0.0,0.004887,0.0,0.591123,0.0,9.038512,0.282249,37.920059,0.0,4
G500-18608,3.286111,2.953333,0,3,0,0,0.0,0.0,0.004075,0.0,0.59946,0.0,9.357506,0.737661,37.873786,0.0,0
G500-18609,16.133333,11.333333,0,2,1,0,0.0,0.0,0.005441,0.002261,0.64464,0.001517,9.691808,1.22826,37.834065,0.0,0
G500-18610,14.2,10.233333,0,0,0,0,0.0,0.0,0.005553,0.007962,0.499309,0.0,10.039888,1.6123,37.800916,0.0,0
G500-18611,9.444444,5.773333,0,0,0,0,0.0,0.0,0.003478,0.006789,0.478416,0.006066,10.400364,1.457631,37.774357,0.0,0
G500-18612,4.555556,6.266667,0,2,0,0,0.0,0.0,0.003207,0.0,0.510981,0.012132,10.771991,1.293978,37.754402,0.0,0
G500-18613,5.055556,3.88,0,0,0,1,0.0,0.0,0.002079,0.002079,0.457799,0.006066,11.153654,1.082272,37.74106,0.0,0
G500-18615,15.466667,17.366667,0,1,3,2,0.0,0.0,0.000742,0.000549,0.479217,0.0,11.830256,0.266936,37.734245,0.0,0
G500-18616,7.511111,7.933333,0,6,4,2,0.0,0.0,0.001487,0.001487,0.355103,0.0,11.539119,0.230337,37.740774,0.0,2
G500-18617,1.977679,1.8875,0,1,0,0,0.0,0.0,0.0,0.0,0.374918,0.007582,11.262663,0.730084,37.753925,0.0,0
G500-18618,19.444444,28.3,2,0,8,13,0.0,0.0,0.002288,0.00136,0.510429,0.0,11.001995,0.276202,37.77369,0.0,0
G500-18619,19.911111,17.68,2,5,2,1,0.0,0.0,0.00323,0.001161,0.524434,0.000835,10.758262,0.237048,37.800059,0.0,2
G500-18620,33.644444,30.6,1,1,1,4,0.0,0.0,0.004865,0.002635,0.45524,0.000681,10.53264,0.47591,37.833018,0.0,0
G500-18624,74.2,80.433333,0,1,0,0,0.0,0.0,0.000276,0.0,0.342261,0.0,9.834721,0.396894,38.030362,0.0,0
G500-18625,11.466667,11.4,0,0,1,0,0.0,0.0,0.000322,0.004956,0.480656,0.006066,9.716895,0.405154,38.095948,0.0,0
G500-18631,9.1,7.833333,0,0,1,0,0.018305,0.006102,0.004925,0.0,0.828947,0.0,7.78014,0.860326,38.623283,0.0,0
G500-18636,9.2,5.133333,0,0,0,0,0.0,0.0,0.000909,0.007,0.848544,0.0,5.822186,1.508982,39.23292,0.0,0
G500-18643,6.230556,5.3125,0,0,0,0,0.0,0.0,0.002235,0.003417,0.921262,0.0,2.41539,0.912401,40.332017,0.0,0
G500-18644,7.411111,4.2,0,0,0,0,0.0,0.0,0.003823,0.001868,0.707028,0.203496,1.955762,1.327241,40.511288,0.0,0
G500-18648,29.888889,26.366667,1,5,10,6,0.133598,0.028331,0.00147,0.004524,0.621382,0.0,0.888019,0.092079,41.281178,0.0,26
G500-18649,5.716667,8.413333,0,1,6,6,0.0,0.0,0.002611,0.000265,0.743274,0.0,1.131138,0.31833,41.486485,0.0,0
G500-18654,2.744048,2.883333,0,0,1,0,0.0,0.0,0.0,0.0,0.882951,0.0,1.874313,0.862189,42.586294,0.0,0
G500-18656,2.671429,2.693333,0,1,3,1,0.0,0.0,0.00369,0.002281,0.889153,0.0,2.421997,0.158258,43.059006,0.0,2
G500-18700,2.089286,2.283333,0,0,0,0,0.0,0.0,0.003303,0.0,0.904948,0.0,17.855813,1.778445,57.015447,0.0,0
G500-18704,4.022222,3.866667,0,0,0,0,0.0,0.0,0.0,0.004279,0.874646,0.0,19.6287,0.199354,58.529757,0.0,7
G500-18705,1.954861,1.725,0,0,0,0,0.0,0.0,0.0,0.0,0.902792,0.0,19.563078,0.614839,58.912861,0.0,0
G500-18707,5.8,2.57,0,0,0,0,0.0,0.0,0.0,0.004065,0.94077,0.0,19.469729,1.380492,59.684259,0.0,0
G500-18731,15.266667,8.433333,0,1,0,0,0.0,0.0,0.0,0.002055,0.967529,0.0,21.240185,0.363714,69.39768,0.0,0
G500-18745,2.704762,1.956667,1,0,1,0,0.069932,0.003885,0.001005,0.0,0.779469,0.015044,15.258851,1.742179,48.143343,0.0,0
G500-18747,3.485714,2.843333,0,0,0,0,0.0,0.0,0.000727,0.0,0.491195,0.156907,14.523583,0.915505,47.542267,0.0,0
G500-18749,3.266667,2.486667,1,0,0,0,0.0,0.0,0.001472,0.0,0.714664,0.007585,13.821592,0.799455,46.954794,0.0,0
G500-18763,34.177778,27.7,0,0,0,0,0.0,0.0,0.002537,0.017037,0.747828,0.0,10.38027,0.735578,43.268371,0.0,0
G500-18764,35.511111,28.833333,1,3,3,3,0.070369,0.005641,0.005093,0.028332,0.489147,0.0,10.2738,0.477552,43.036551,0.0,0
G500-18765,56.333333,63.633333,3,24,32,13,0.316935,0.017734,0.011163,0.006119,0.295146,0.001517,10.190777,0.467503,42.809316,0.0,0
G500-18766,49.644444,52.633333,17,16,59,36,0.469208,0.02295,0.004188,0.0,0.288208,0.004551,10.131777,0.391785,42.586739,0.0,0
G500-18767,12.888889,15.633333,3,22,44,27,2.082328,0.0716,0.009934,0.0,0.534407,0.0,10.097221,0.209776,42.368893,0.0,2
G500-18768,95.666667,128.333333,27,36,105,105,4.636646,0.178839,0.00712,0.007522,0.257571,0.0,10.085173,0.074622,42.155853,0.0,21
G500-18769,58.733333,47.433333,6,24,14,6,1.300178,0.064706,0.002765,0.001983,0.492109,0.0,9.753892,0.24118,41.94769,0.0,6
G500-18770,175.222222,252.3,32,42,95,118,2.502602,0.151607,0.007623,0.004051,0.199821,0.0,9.437484,0.351354,41.744479,0.0,0
G500-18771,38.333333,50.566667,15,16,25,19,1.170005,0.042335,0.008479,0.0,0.451858,0.0,9.137494,0.376265,41.546291,0.0,0
G500-18772,77.155556,75.366667,7,40,54,34,0.972563,0.059771,0.002,0.004051,0.275361,0.0,8.85559,0.134558,41.3532,0.0,4
G500-18773,111.866667,166.5,13,33,136,31,0.9046,0.059914,0.005639,0.0,0.3792,0.0,8.593554,0.304855,41.165276,0.0,0
G500-18774,130.977778,179.333333,22,48,212,208,5.231858,0.19887,0.012101,0.006467,0.121814,0.003034,8.353255,0.072903,40.98259,0.0,9
G500-18775,107.822222,147.066667,9,32,68,32,0.856336,0.03884,0.006982,0.004406,0.312273,0.0,8.136619,0.202181,40.805214,0.0,12
G500-18776,62.977778,70.866667,1,13,23,10,0.0,0.0,0.006465,0.004128,0.57152,0.0,7.945581,0.201696,40.633217,0.0,6
G500-18777,41.644444,46.833333,5,20,49,14,0.0,0.0,0.004419,0.004075,0.388606,0.0,7.782027,0.122432,40.466667,0.0,6
G500-18778,6.177778,2.996667,1,8,7,5,0.076626,0.005957,0.006316,0.001364,0.536953,0.025785,7.647721,0.32601,40.305631,0.0,0
G500-18779,15.333333,20.533333,1,2,6,1,0.009001,0.001918,0.008049,0.001428,0.65639,0.0,7.544225,0.26776,40.150177,0.0,0
G500-18780,31.2,31.433333,3,15,13,9,0.304563,0.020214,0.00774,0.003199,0.295531,0.0,7.472819,0.212544,40.000369,0.0,2
G500-18781,98.044444,128.5,25,19,117,138,2.113906,0.132855,0.008967,0.002313,0.235216,0.0,7.434428,0.114873,39.856271,0.0,26
G500-18782,77.777778,92.733333,22,18,102,111,2.107829,0.103943,0.008902,0.004624,0.318391,0.0,7.429563,0.109316,39.717944,0.0,12
G500-18783,63.755556,72.1,4,5,11,20,1.292624,0.02131,0.000959,0.000959,0.694882,0.00455,7.458291,0.432575,39.585451,0.0,0
G500-18784,19.555556,19.866667,1,7,5,0,0.020513,0.003587,0.000363,0.0,0.495321,0.043984,7.520226,0.557258,39.458848,0.0,0
G500-18790,2.615873,2.693333,0,0,0,0,0.0,0.0,0.001352,0.0,0.798096,0.0,8.019705,1.010424,38.82599,0.0,0
G500-18791,2.809524,2.516667,0,3,0,0,0.0,0.0,0.002007,0.0,0.61542,0.007583,8.196577,0.938316,38.7421,0.0,0
G500-18793,8.533333,9.0,0,2,1,5,0.0,0.0,0.00203,0.003602,0.564364,0.003033,8.626721,0.387378,38.593211,0.0,0
G500-18794,10.133333,9.566667,0,0,0,0,0.0,0.0,0.003046,0.002736,0.402601,0.0,8.876291,0.222096,38.528284,0.0,4
G500-18795,3.590476,4.033333,0,0,0,0,0.0,0.0,0.001081,0.0,0.339331,0.0,9.146407,0.647213,38.469748,0.0,0
G500-18797,11.733333,7.5,0,0,0,0,0.0,0.0,0.0,0.002264,0.659508,0.0,9.741314,0.988746,38.371957,0.0,0
G500-18798,7.688889,6.633333,1,2,0,1,0.0,0.0,0.004821,0.003606,0.618202,0.0,10.062873,1.393592,38.332752,0.0,0
G500-18799,12.644444,9.4,0,0,0,0,0.0,0.0,0.003067,0.004136,0.487708,0.0,10.39854,1.187149,38.300035,0.0,0
G500-18801,2.598214,2.58,0,4,0,1,0.0,0.0,0.002189,0.0,0.350752,0.0,11.107028,0.933868,38.254128,0.0,0
G500-18802,3.525,4.733333,2,7,1,0,0.0,0.0,0.000114,0.000114,0.367633,0.020709,11.477556,0.60749,38.240961,0.0,0
G500-18804,12.977778,18.466667,0,5,14,12,0.0,0.0,0.002055,0.002021,0.555685,0.0,12.235291,0.203875,38.234235,0.0,2
G500-18806,4.233333,4.646667,0,2,0,1,0.0,0.0,0.002137,0.0,0.271764,0.001516,11.687385,0.83194,38.253657,0.0,0
G500-18807,17.777778,24.366667,0,1,2,3,0.0,0.0,0.002527,0.0,0.431783,0.004549,11.436401,0.492515,38.273164,0.0,0
G500-18808,19.333333,25.833333,0,2,4,2,0.0,0.0,0.002709,0.002157,0.615446,0.0,11.202124,0.456723,38.299189,0.0,0
G500-18809,50.777778,43.133333,1,10,2,4,0.0,0.0,0.003419,0.004,0.278444,0.0,10.985622,0.821353,38.331719,0.0,0
G500-18810,3.984127,3.753333,4,4,2,3,0.0,0.0,0.001755,0.0,0.523662,0.003033,10.787966,0.932992,38.370737,0.0,0
G500-18813,3.686111,3.893333,0,1,0,0,0.0,0.0,0.000829,0.004244,0.432458,0.0,10.318388,0.234791,38.526509,0.0,2
G500-18814,6.733333,5.9,0,0,0,0,0.0,0.0,0.0,0.000656,0.783903,0.0,10.206147,0.316568,38.591252,0.0,0
G500-18820,4.155556,4.433333,0,0,1,0,0.17154,0.05718,0.009697,0.0,0.379425,0.001714,8.123301,1.333498,39.11191,0.0,0
G500-18826,8.688889,6.233333,0,0,0,0,0.0,0.0,0.000907,0.006456,0.891103,0.0,5.430789,2.124296,39.852206,0.0,0
G500-18833,22.222222,15.033333,0,0,1,0,0.0,0.0,0.002667,0.005854,0.789112,0.042997,2.220298,1.618925,40.977407,0.0,0
G500-18835,4.672222,5.166667,0,0,1,2,0.0,0.0,0.003974,0.0,0.754121,0.071674,1.552905,1.200986,41.347714,0.0,0
G500-18837,14.311111,12.633333,0,1,2,1,0.0,0.0,0.002701,0.0,0.884771,0.0,1.375972,0.391503,41.7387,0.0,0
G500-18838,12.8,11.633333,0,1,5,4,0.0,0.0,0.000829,0.00433,0.787404,0.0,1.544083,0.118024,41.941768,0.0,13
G500-18843,3.402778,3.74,0,0,0,0,0.0,0.0,0.003471,0.00159,0.853681,0.0,1.419536,1.184742,43.029942,0.0,0
G500-18894,8.266667,5.0,0,0,0,0,0.0,0.0,0.0,0.007261,0.958969,0.0,19.912464,0.264525,59.234354,0.0,4
G500-18895,9.933333,6.453333,0,1,0,0,0.0,0.0,0.0,0.005884,0.92058,0.0,20.007923,0.733409,59.617124,0.0,0
G500-18921,21.155556,11.533333,0,0,1,1,0.0,0.0,0.003079,0.006504,0.844307,0.0,21.898393,0.372601,70.089331,0.0,0
G500-18932,8.622222,6.666667,1,0,0,0,0.0,0.0,0.004929,0.0,0.423501,0.0681,14.528341,0.216483,47.652318,0.0,3
G500-18946,20.777778,14.0,0,0,0,0,0.0,0.0,0.000689,0.002544,0.891582,0.0,10.99028,1.18683,43.944767,0.0,0
G500-18948,5.288889,4.92,0,1,0,0,0.0,0.0,0.001039,0.00589,0.864173,0.0,10.765138,0.277777,43.481354,0.0,0
G500-18949,36.533333,34.2,0,0,5,1,0.005335,0.001778,0.00027,0.00928,0.577184,0.005116,10.685933,0.215732,43.256456,0.0,5
G500-18950,18.911111,17.3,1,7,11,6,0.029251,0.00201,0.001519,0.008088,0.708578,0.000951,10.629682,0.711128,43.036191,0.0,0
G500-18951,24.866667,21.366667,4,8,12,6,0.315437,0.013119,0.002247,0.011237,0.621419,0.0,10.59675,0.289509,42.820633,0.0,0
G500-18952,103.8,121.833333,9,21,57,26,1.098,0.05263,0.004967,0.006694,0.348897,0.0,10.458879,0.244559,42.609851,0.0,10
G500-18953,34.133333,30.7,1,6,8,4,0.355913,0.018222,0.002798,0.0,0.689471,0.0,10.139815,0.684165,42.403917,0.0,0
G500-18954,66.911111,88.166667,7,24,33,12,0.146423,0.010348,0.004635,0.004156,0.396304,0.0,9.835829,0.83862,42.202902,0.0,0
G500-18955,60.088889,73.633333,9,26,29,24,0.405451,0.022039,0.007114,0.0,0.483583,0.0,9.548363,0.520641,42.006878,0.0,0
G500-18956,59.911111,59.4,7,12,21,13,0.656654,0.036845,0.004056,0.004053,0.473135,0.0,9.27895,0.046358,41.815913,0.0,6
G500-18957,103.155556,105.1,8,24,86,22,0.663262,0.039974,0.009372,0.0,0.41441,0.0,9.029209,0.129453,41.630078,0.0,2
G500-18958,103.644444,120.533333,19,63,100,120,2.351972,0.121598,0.011887,0.000544,0.118832,0.0,8.800813,0.328279,41.449441,0.0,0
G500-18959,59.533333,59.3,5,29,44,21,1.380455,0.079179,0.010881,0.004289,0.344704,0.016684,8.595464,0.128147,41.274071,0.0,6
G500-18960,27.0,30.433333,1,4,4,1,0.0,0.0,0.003548,0.0,0.59456,0.011374,8.41485,0.407504,41.104036,0.0,0
G500-18961,19.644444,28.666667,2,3,3,3,0.0,0.0,0.004634,0.0,0.495296,0.0,8.260592,0.367954,40.939401,0.0,0
G500-18962,43.133333,49.3,5,23,31,16,0.160749,0.010259,0.008629,0.004836,0.510091,0.0,8.134192,0.217862,40.780233,0.0,6
G500-18963,63.955556,74.033333,7,32,43,26,0.485744,0.018901,0.005996,0.004135,0.452252,0.0,8.036963,0.39272,40.626594,0.0,0
G500-18964,71.466667,79.466667,1,25,41,23,0.393949,0.036038,0.007816,0.009139,0.368353,0.0,7.969973,0.011984,40.47855,0.0,10
G500-18965,19.066667,20.066667,0,6,11,15,0.05523,0.003132,0.007272,0.000674,0.537821,0.003033,7.933988,0.292649,40.33616,0.0,0
G500-18966,20.8,13.733333,0,8,30,5,0.217906,0.029396,0.004679,0.001326,0.757548,0.0,7.929429,0.271227,40.199485,0.0,0
G500-18967,59.644444,55.933333,3,24,17,19,0.980939,0.027453,0.002086,0.004055,0.420018,0.0,7.956352,0.253935,40.068583,0.0,12
G500-18968,20.2,16.7,1,26,4,7,0.736916,0.062849,0.002779,0.001765,0.371119,0.000757,8.014439,0.745253,39.943512,0.0,0
