y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
32.622222,9,2,13,13,4.02704,0.242442,0.00146,0.000461,0.566049,0,0.513852,0.304766,3.494969,0,0,N,J
12.4,0,1,2,11,2.344783,0.220118,0.007114,0,0.402874,0,0.905212,0.742661,3.962374,0,0,Y,K
32.577778,3,0,1,2,2.52998,0.200745,0.009113,0.004928,0.272704,0,0.969424,0.605308,4.26535,0,0,N,H
49.666667,19,2,34,107,4.064559,0.228569,0.012354,0.001563,0.242243,0,0.774195,0.11173,4.602826,0,2,Y,K
36,5,4,4,10,1.807605,0.091043,0.009389,0,0.586209,0.130475,0.702419,0.349969,7.045765,0,0,Y,H
66.333333,16,45,34,78,1.985686,0.235906,0.007706,0.007378,0.156107,0,1.713363,0.251136,8.403642,0,7,Y,K
25.733333,9,54,22,20,1.701881,0.277074,0.008267,0.005174,0.307107,0.006324,1.826481,0.042365,8.866454,0,9,Y,K
8.111111,0,4,0,1,1.488282,0.114076,0.003118,0.003118,0.061721,0.227526,1.000987,0.793653,14.612584,0,0,N,K
13.422222,0,8,1,0,2.809639,0.205777,0.014822,0.005004,0.198185,0,0.520603,0.525377,15.588881,0,0,N,K
14.911111,2,4,9,14,2.828284,0.293348,0.010514,0.008484,0.22615,0.001516,1.006249,0.131235,16.568005,0,20,N,J
15.6,1,5,0,4,1.476504,0.134545,0.000894,0.006448,0.496871,0,0.63867,0.545738,18.040987,0,0,N,H
56.577778,3,8,44,26,1.961688,0.177487,0.00295,0,0.286989,0.001339,1.068228,0.423268,20.998428,0,0,Y,K
103.622222,11,28,36,32,4.320337,0.265196,0.001473,0.004429,0.329168,0.002892,1.266306,0.089079,21.492482,0,37,Y,K
38.288889,3,16,8,8,1.775283,0.218919,0.002828,0.003514,0.484444,0,0.906345,0.215837,21.986805,0,36,N,J
10.466667,0,15,5,2,1.824482,0.19425,0.003011,0,0.704208,0,0.734432,0.145352,22.481379,0,3,Y,J
25.844444,0,5,1,0,1.172959,0.169765,0.006464,0.005656,0.47995,0.065368,1.214598,0.233164,23.471216,0,2,Y,J
7.755556,0,1,0,1,0,0,0.007055,0.005333,0.429445,0.008604,2.100264,0.659372,24.46188,0,0,N,J
47.711111,6,25,160,20,2.115075,0.347709,0.008662,0.002055,0.342504,0.046496,1.179736,0.116215,10.623741,0,3,N,H
264.022222,10,8,61,80,2.50797,0.275548,0.004991,0.010983,0.290893,0,0.192729,0.154894,9.661754,1,87,Y,J
81.088889,7,4,7,3,3.024812,0.137916,0.014584,0.013117,0.14206,0.372731,0.585269,0.077268,8.235768,0,2,Y,J
178.088889,27,25,71,94,4.364372,0.350337,0.030217,0.014464,0.168278,0,0.400209,0.113056,7.301608,0,18,N,H
233.755556,24,25,66,70,8.392053,0.247608,0.011831,0.001455,0.278612,0,0.74612,0.126897,4.665863,0,6,N,H
350.8,23,22,88,119,5.786757,0.269969,0.007895,0.007706,0.365231,0,0.206016,0.08901,3.277419,1,88,Y,J
241.533333,30,44,52,105,5.772656,0.223879,0.004584,0.019741,0.388625,0,0.349542,0.159177,2.868288,0,32,N,K
552.222222,53,59,198,264,4.946056,0.26937,0.014431,0.006523,0.314411,0,0.168534,0.055751,2.778466,2,62,Y,H
220.555556,57,54,177,134,6.081197,0.311933,0.007086,0.00825,0.332055,0,0.659263,0.122523,2.77717,0,65,N,H
191.888889,16,18,29,43,3.050107,0.168053,0.006919,0.008846,0.316308,0.076568,0.175296,0.125852,3.032866,1,27,Y,J
172.222222,8,38,9,7,2.901304,0.190982,0.008348,0.003218,0.422653,0.08981,0.243086,0.2601,3.269721,2,25,Y,K
99.977778,1,4,0,2,0.182831,0.014387,0.007142,0.01353,0.485665,0.046013,0.648755,0.515636,3.895725,0,0,Y,H
200.8,2,7,8,4,9.1519,0.243026,0.011203,0.00204,0.254749,0.093023,0.489975,0.283385,4.654275,0,0,N,J
226.577778,23,100,85,107,6.475325,0.171288,0.013605,0.009965,0.360614,0.119669,0.492396,0.228764,5.490708,0,15,N,H
70.555556,2,3,0,3,0.388766,0.064154,0.017553,0.015694,0.507366,0.086901,0.361771,0.108917,5.927957,0,17,N,K
150.4,5,20,20,23,1.270897,0.123102,0.005271,0.004001,0.281963,0.025101,0.479405,0.252592,6.374439,0,26,Y,H
131.222222,6,29,39,60,2.787258,0.254246,0.000954,0.004637,0.511566,0,0.59831,0.168749,7.288283,0,14,Y,H
2.857143,1,26,3,7,0.302822,0.06336,0.003108,0,0.23143,0.515888,1.458636,0.402491,8.69468,0,0,Y,J
92.4,16,44,34,43,4.100698,0.181086,0.004117,0.003377,0.22718,0,0.94152,0.089143,12.551489,0,12,Y,H
76.313889,7,54,13,24,1.258205,0.117603,0.008569,0.006371,0.395527,0,0.62926,0.130362,15.000129,0,9,Y,J
15.377778,0,8,2,4,3.354089,0.248153,0.001864,0.00801,0.427446,0.001516,1.370761,0.5335,16.969828,0,0,N,J
23.733333,0,0,0,1,0.193406,0.043501,0,0.004992,0.81083,0,1.498677,1.200083,18.945877,0,0,N,K
21.955556,0,1,0,0,0.445747,0.057975,0.000191,0.004112,0.855058,0,1.366179,0.817475,19.440655,0,0,Y,J
45.311111,18,23,87,86,3.975596,0.257515,0.00795,0.003742,0.392485,0,0.235921,0.149929,22.414189,1,38,Y,J
4.193651,0,5,1,9,0.258539,0.04309,0.006903,0.004925,0.525581,0.009227,1.981761,0.527381,24.400145,0,0,N,J
39.4,1,7,14,15,1.676342,0.246213,0.010265,0,0.365374,0,1.373715,0.268897,11.483107,0,6,Y,H
86.822222,14,62,858,165,2.130521,0.358333,0.0061,0.007466,0.08839,0,1.2515,0.163708,10.504635,0,27,N,J
54.288889,8,18,191,46,2.43514,0.279431,0.005682,0.006136,0.256375,0.032325,0.799335,0.091629,10.016993,0,27,N,K
71.711111,12,12,20,21,5.625288,0.311559,0.008818,0.001427,0.142684,0.032937,0.460023,0.287528,9.530632,0,0,N,H
167.888889,29,20,94,115,5.363459,0.419394,0.030658,0.016724,0.097143,0,0.131872,0.070255,7.602904,1,39,N,H
384.533333,48,22,266,241,9.022346,0.340436,0.01728,0.023688,0.183255,0,0.525983,0.1386,5.724975,0,76,N,J
311.622222,37,23,109,151,7.578688,0.354385,0.012119,0.01468,0.190421,0,0.968561,0.145601,4.82296,0,33,Y,H
199.244444,40,47,157,141,10.611909,0.31191,0.012538,0.00797,0.309707,0,1.127673,0.071652,4.387909,0,9,Y,J
43,29,5,63,62,7.804109,0.260257,0.0181,0.004012,0.435127,0.000579,1.148705,0.186163,3.569221,0,27,Y,H
80.155556,34,19,18,26,2.743609,0.133387,0.013544,0.010384,0.560312,0,0.584493,0.163472,2.281083,0,26,N,K
142.355556,16,24,13,21,3.773646,0.149205,0.016373,0.017238,0.324992,0.010167,0.545356,0.244139,2.584906,0,20,N,K
36.066667,10,33,24,19,0.656549,0.089258,0.004943,0.006815,0.194635,0,0.573891,0.282411,3.188626,0,10,N,K
60.444444,2,3,20,2,0.057917,0.007225,0.00499,0.01686,0.336582,0.002527,0.592845,0.461018,3.558109,0,0,N,K
107.155556,0,3,1,3,14.17449,0.510609,0.007796,0.003999,0.165449,0,0.430495,0.210833,4.375584,0,12,Y,H
106.244444,3,37,9,22,9.169226,0.259019,0.003698,0.008089,0.222352,0,0.459225,0.12474,5.256552,0,21,Y,H
50.311111,5,10,13,10,0.428903,0.047208,0.008235,0.016627,0.707542,0,0.194745,0.19462,5.711754,1,3,N,K
25.155556,0,4,0,0,1.425823,0.148391,0.00157,0,0.149131,0.477435,0.469104,0.494988,9.516645,0,0,Y,K
149.555556,7,10,29,40,3.964493,0.243886,0.005294,0.007205,0.409015,0,0.307827,0.107894,10.979296,0,15,Y,K
54.422222,7,11,14,25,2.077005,0.194702,0.010816,0.011348,0.423989,0,0.219328,0.05327,11.46899,2,20,Y,J
138.266667,16,27,73,68,5.031358,0.282349,0.00971,0.008062,0.371112,0,0.467492,0.035802,12.450836,0,41,Y,J
228.555556,17,53,73,76,4.052781,0.250315,0.01157,0.012695,0.271163,0,0.508949,0.267302,12.942802,0,8,Y,H
246.311111,15,29,68,114,4.902193,0.164668,0.01786,0.010859,0.452929,0,0.503614,0.225127,13.435361,0,21,N,K
251.888889,4,34,100,92,6.775481,0.204277,0.004793,0.005699,0.353695,0.007581,0.600593,0.257306,13.92845,0,8,N,K
142.266667,27,27,34,22,5.688663,0.223114,0.008855,0.008787,0.335435,0,0.771575,0.068099,14.422015,0,13,N,K
56.244444,6,10,35,35,2.62465,0.231117,0.004244,0.00157,0.464602,0,0.512268,0.286799,15.41039,0,0,N,K
23.622222,9,10,22,19,4.599809,0.337625,0.001438,0.007618,0.185294,0,1.001962,0.169809,16.400175,0,10,N,K
5.855556,0,0,7,5,0.168296,0.021754,0,0.003534,0.896321,0.024259,1.705648,1.031727,18.383061,0,0,Y,H
13.111111,0,3,1,3,0.230241,0.042097,0.00005,0.004479,0.681833,0.050033,1.694433,0.113637,19.872477,0,10,Y,J
107.933333,6,10,15,8,3.180852,0.269829,0.006615,0.010282,0.229311,0.058158,0.538384,0.274647,22.855462,0,0,Y,J
137.911111,2,4,111,38,0.539833,0.074891,0.00565,0.009064,0.3383,0.004848,1.003886,0.063993,23.353049,0,13,N,J
94.088889,3,18,46,16,4.513364,0.285813,0.015029,0.002619,0.250117,0,0.727759,0.171854,11.889172,0,12,Y,K
219,14,29,101,143,2.118265,0.309345,0.008868,0.005753,0.354543,0,0.961117,0.066871,11.394964,0,29,Y,J
119.555556,15,27,124,95,1.696662,0.297899,0.006479,0.004924,0.27771,0,1.348279,0.196157,10.901285,0,74,Y,H
18.666667,11,19,46,45,5.467509,0.408625,0.003946,0.000076,0.161844,0,1.11932,0.34469,10.408209,0,0,N,H
664.05,11,43,191,45,3.356709,0.152311,0.008389,0.009608,0.140382,0.381183,0.411671,0.173103,8.9336,0,32,N,K
184,31,30,130,123,8.13951,0.43753,0.013174,0.006262,0.118243,0,0.668573,0.046128,6.501785,0,43,N,J
294.844444,36,32,176,175,10.416598,0.326672,0.009899,0.006651,0.244325,0,0.337307,0.205808,5.546062,0,9,N,J
171.066667,23,27,83,90,7.450345,0.294221,0.009671,0.013754,0.257222,0,0.834967,0.127293,5.074604,0,49,N,H
158.977778,13,11,44,61,6.285592,0.237771,0.016687,0.008979,0.461368,0,1.134543,0.065998,4.609165,0,22,N,K
82.688889,7,8,50,26,3.791909,0.149807,0.010138,0.016205,0.390771,0.193627,0.986647,0.048874,4.151771,0,37,Y,J
27.866667,13,1,9,16,3.40662,0.049808,0.007284,0.00189,0.157336,0.649878,1.033142,0.245521,2.168226,0,21,Y,J
236.488889,17,19,34,40,7.950451,0.249267,0.024174,0.006321,0.308823,0.068425,0.175748,0.14607,1.785162,3,8,Y,K
58.911111,8,2,2,1,3.008619,0.076474,0.008061,0.013421,0.343144,0.267977,0.433215,0.206041,1.916351,0,3,Y,J
60.155556,5,30,15,31,2.686218,0.246223,0.005706,0.009742,0.206172,0.005318,0.251242,0.21206,2.159908,1,11,Y,J
36.333333,6,23,30,42,4.124653,0.289628,0.013889,0.008844,0.075994,0.062618,0.28277,0.256226,2.481532,1,8,Y,H
52.6,6,5,2,4,0.23621,0.07336,0.002233,0.0041,0.080173,0.290017,0.229445,0.20972,2.854961,1,12,N,J
13.472222,0,0,0,1,0.119724,0.010956,0.007606,0.003999,0.114523,0.558024,0.177801,0.167732,4.138744,1,14,Y,J
38.266667,0,3,8,1,0.025986,0.004461,0.015468,0.011746,0.301474,0.436077,0.067788,0.067194,5.532413,1,5,N,K
8.009127,3,16,4,6,0.827593,0.067997,0.007025,0.004292,0.189432,0.444155,0.80307,0.246145,6.487927,0,2,N,K
4.225,1,3,3,0,3.31931,0.265856,0.008103,0,0.297759,0,0.899569,0.4539,10.394017,0,0,Y,K
60.733333,6,29,65,9,4.048712,0.307962,0.005904,0.006311,0.195857,0,0.512417,0.300123,10.887075,0,9,N,K
59.977778,11,65,21,20,1.904572,0.187651,0.007853,0.014939,0.39135,0,0.46467,0.16882,11.380738,0,16,N,J
279.2,13,11,133,168,3.943366,0.259771,0.003275,0.002605,0.426133,0,0.225026,0.192433,12.369591,1,31,Y,J
96.8,13,25,112,134,5.489314,0.262032,0.004726,0.006283,0.289493,0,0.553915,0.147895,13.360104,0,20,N,H
97.266667,4,4,4,10,1.366734,0.138188,0.010388,0.004146,0.507002,0,0.936176,0.188386,15.841603,0,8,Y,J
146.777778,8,16,97,108,6.965716,0.415265,0.011222,0.005683,0.340497,0,1.234526,0.192975,23.309834,0,9,Y,J
14.244444,1,22,9,12,4.367304,0.374081,0.005888,0,0.250629,0.09727,1.163834,0.489525,10.831504,0,0,N,J
250.311111,28,12,58,53,2.814881,0.174951,0.011549,0.011139,0.3388,0.032931,0.493023,0.16456,9.34344,0,37,Y,H
349.575,32,40,384,188,5.876216,0.359814,0.012548,0.016615,0.20148,0,0.127239,0.041039,8.848315,2,14,Y,K
294.333333,33,27,518,109,8.570262,0.397839,0.018443,0.011359,0.208367,0,0.412026,0.029363,7.36689,0,49,Y,K
72.955556,18,30,197,107,3.682334,0.34669,0.013436,0.014646,0.133073,0.183777,0.521314,0.131268,5.894868,0,34,Y,K
52.911111,23,27,118,117,7.932616,0.339348,0.011007,0.00659,0.173439,0.109666,0.644214,0.08992,5.407612,0,15,N,J
47.755556,7,13,30,28,4.084386,0.063721,0.006635,0.004441,0.178055,0.604032,0.743371,0.142514,4.441607,0,26,Y,H
15.888889,3,0,5,2,3.018297,0.191098,0.006387,0.004065,0.457423,0.087289,1.054255,0.03821,3.034183,0,13,Y,H
58.533333,3,3,5,3,2.071978,0.138267,0.01067,0.004406,0.558703,0.063934,1.515829,0.089766,2.588256,0,11,N,H
34.355556,2,2,5,5,1.93121,0.105055,0.014525,0.004051,0.657349,0.094538,1.247911,0.192128,2.166072,0,5,N,K
102.933333,2,1,4,1,0.566847,0.03168,0.021046,0.005981,0.761239,0.092249,1.061628,0.129017,1.784564,0,10,N,H
11.733333,0,1,6,7,0.193414,0.017493,0.027463,0.008212,0.514077,0.218789,0.609329,0.43687,1.475624,0,0,N,H
99.066667,8,15,12,25,1.9271,0.13166,0.008527,0.004269,0.506553,0.293015,0.578957,0.033135,3.481359,0,8,N,H
154.222222,8,7,25,56,1.718551,0.149439,0.008764,0.005102,0.418855,0.23032,0.614736,0.120669,3.951286,0,21,Y,H
87.244444,11,20,80,87,2.941175,0.130087,0.009908,0.004017,0.313987,0.324806,0.658927,0.031065,4.427806,0,4,Y,K
15.222222,0,1,0,2,2.115308,0.219707,0.002112,0.000635,0.09015,0.378977,0.732444,0.383274,6.860719,0,0,N,J
22.155556,2,0,6,1,3.490411,0.32609,0.001381,0.000637,0.176444,0.150316,0.632371,0.355785,7.352704,0,0,Y,H
113.8,9,42,27,40,2.024673,0.246356,0.002131,0.006971,0.321619,0.040749,0.133574,0.118942,7.845703,1,24,Y,K
207.533333,12,21,106,164,5.149248,0.366037,0.004984,0.004864,0.176573,0,0.807963,0.286049,8.834062,0,2,Y,H
13.777778,1,20,36,21,1.051804,0.143331,0.004854,0.002788,0.762746,0,0.67354,0.227779,9.824778,0,12,N,H
177.066667,9,17,45,43,3.742695,0.34576,0.001896,0,0.349278,0,0.917739,0.196879,11.810904,0,6,Y,H
143.844444,21,27,81,82,5.209568,0.289575,0.008978,0.010793,0.302221,0.015163,0.532535,0.071876,13.303227,0,87,N,J
111.733333,14,24,34,48,3.319499,0.17366,0.004482,0.005517,0.566216,0,0.478009,0.16266,14.797103,0,16,Y,H
60,8,4,35,41,4.855004,0.315139,0,0,0.307626,0.013646,0.643661,0.288669,15.295328,0,0,Y,J
33.111111,0,4,9,7,1.359129,0.134297,0.004681,0.005185,0.711369,0,1.992917,0.250936,16.790636,0,6,Y,K
8.430556,0,3,5,3,0.546755,0.062412,0.001176,0.001176,0.693528,0,2.395167,0.377241,17.289253,0,0,Y,J
88.6,1,11,12,8,3.232452,0.244235,0.009154,0.00334,0.377036,0.014777,1.266675,0.167461,22.27883,0,41,Y,H
26.644444,4,1,16,18,3.086777,0.113205,0.007709,0.002553,0.199211,0.330488,0.705017,0.421141,11.283268,0,0,Y,K
41.977778,2,11,17,15,4.03981,0.281748,0.005078,0.003318,0.219586,0.273374,0.698711,0.248068,10.285803,0,1,N,K
105.844444,5,33,70,27,2.211553,0.188765,0.007595,0.006673,0.026287,0.286573,0.222405,0.209025,9.787264,1,22,N,H
244.577778,21,9,87,71,5.329475,0.353463,0.017377,0.011879,0.211861,0,0.332762,0.062883,9.288882,0,22,Y,K
473,58,18,270,275,6.766998,0.473116,0.020554,0.004746,0.186055,0,0.422334,0.101818,8.790685,0,26,N,J
356.377778,75,14,315,263,9.248618,0.508901,0.018542,0.006197,0.11303,0,0.334124,0.092941,8.292704,0,22,N,H
296.288889,49,57,859,226,8.758299,0.546113,0.017909,0.007589,0.107937,0,0.263837,0.04575,7.794981,1,10,N,K
466.444444,24,65,539,118,8.39951,0.317887,0.013401,0.013928,0.240385,0,0.204064,0.120909,6.303978,2,56,N,K
192.088889,28,57,74,101,4.718207,0.196228,0.008303,0.00597,0.163225,0.371783,0.477671,0.10456,5.31279,0,38,N,J
259.577778,72,56,69,153,5.262212,0.182698,0.014115,0.014094,0.182614,0.262938,0.302615,0.081974,4.818561,0,16,Y,H
321.111111,25,45,256,106,6.856564,0.246832,0.009093,0.012003,0.265823,0.011629,0.065553,0.064507,3.834597,1,58,Y,H
29.688889,12,4,7,10,3.654677,0.190715,0.01154,0,0.462374,0.151618,0.936411,0.461961,2.861771,0,0,Y,H
37.444444,0,1,6,7,2.473116,0.143362,0.015796,0,0.500686,0.153221,1.236383,0.475354,2.383806,0,0,Y,K
121.2,11,14,8,18,2.398162,0.105798,0.012984,0.003585,0.472739,0.143602,0.87239,0.212403,1.917115,0,1,Y,H
185.377778,34,31,155,160,9.011761,0.226111,0.014659,0.006009,0.371732,0.115784,0.575183,0.108399,1.472457,0,1,N,K
72.266667,21,73,36,61,7.356405,0.128156,0.018567,0.018104,0.422468,0.075708,0.631862,0.207867,1.077465,0,29,N,J
406.488889,25,24,36,55,7.782065,0.159243,0.014415,0.015237,0.483456,0.018535,0.308412,0.129142,0.804071,0,9,Y,K
283.488889,42,112,205,181,10.009103,0.215818,0.01549,0.020813,0.411421,0.002331,0.427196,0.166394,1.067394,0,18,N,K
135.622222,18,24,62,112,10.5894,0.19244,0.011654,0.012717,0.546679,0,0.530861,0.169613,1.903924,0,22,N,J
63.066667,2,3,7,8,1.352586,0.1479,0.001446,0.008373,0.538246,0,0.655926,0.3455,2.847899,0,0,Y,H
301.266667,17,4,30,79,3.120509,0.23311,0.003758,0.000633,0.566811,0,0.292227,0.293494,3.820488,2,0,N,H
60.244444,34,12,54,186,5.505111,0.414021,0.009341,0.001388,0.457449,0,0.308186,0.250444,4.311488,0,16,Y,H
64.333333,3,3,4,0,3.124162,0.244578,0,0,0.211011,0,0.450581,0.269694,6.289684,0,0,Y,H
192.155556,54,85,175,263,4.375993,0.351913,0.010844,0.003788,0.115722,0.001117,0.497721,0.095807,7.780651,0,4,N,H
242.066667,17,52,39,46,6.175294,0.223852,0.002066,0.013821,0.499311,0,0.604711,0.299086,8.278365,0,2,N,J
242.133333,32,29,93,117,6.112305,0.328766,0.007827,0.003861,0.252306,0,0.991778,0.282411,8.776339,0,12,N,J
83.222222,4,11,41,24,0.743886,0.074525,0.003501,0.00666,0.648268,0.010614,1.046335,0.300734,9.274531,0,0,Y,J
182.155556,15,63,158,161,3.238765,0.279904,0.009825,0.000085,0.363216,0,1.115904,0.449555,9.772908,0,0,Y,K
195.511111,17,143,136,48,2.594877,0.202043,0.006276,0.009442,0.299274,0,1.376833,0.272962,10.271442,0,5,Y,J
28.911111,2,1,3,1,3.225393,0.349069,0,0.001432,0.44148,0.000712,1.432321,0.254079,11.268901,0,2,N,H
109.466667,6,9,47,79,2.248565,0.171395,0.004935,0.005538,0.412914,0,1.102186,0.044514,12.266773,0,20,Y,K
81.6,9,15,47,28,2.711532,0.1638,0.003981,0.014085,0.388539,0,0.871989,0.088004,13.264966,0,39,N,J
48.4,2,3,8,6,0.265976,0.029224,0.003798,0.004112,0.616533,0,0.892574,0.127456,14.263412,0,14,Y,J
44.733333,1,14,21,8,1.150954,0.21261,0.001142,0.008977,0.663075,0,1.066761,0.064114,15.262061,0,5,N,H
59.933333,1,9,6,3,0.586928,0.161864,0.010105,0.006006,0.54859,0,1.350476,0.297567,15.76145,0,0,N,H
51.644444,0,2,1,2,0.618086,0.062333,0.004826,0.004052,0.447982,0,1.734817,0.385961,16.260877,0,0,N,K
34.977778,1,3,2,3,0.874319,0.073937,0.004051,0.001653,0.540568,0,2.166887,0.318098,16.760338,0,0,N,H
45.111111,0,12,2,9,1.01171,0.125547,0.003068,0.001043,0.321959,0,2.623205,0.422558,17.25983,0,0,Y,K
61.044444,0,11,0,2,2.013029,0.169677,0.002077,0.000122,0.535224,0.007581,3.093058,0.633386,17.75935,0,0,N,K
137.977778,30,22,138,187,4.910004,0.303489,0.011958,0.000032,0.210832,0.00758,1.827201,0.332811,22.755714,0,0,Y,K
43.266667,5,20,27,35,3.756579,0.207032,0.007446,0.003832,0.267837,0.272431,0.812506,0.17305,10.260663,0,3,Y,J
205.111111,7,36,75,24,3.295298,0.223746,0.01074,0.015566,0.296136,0.063886,0.645851,0.137212,9.76084,0,29,N,J
198.511111,10,4,98,70,1.967585,0.17233,0.020933,0.002861,0.408995,0.042467,0.63464,0.265775,9.261037,0,4,Y,J
503.777778,43,15,338,121,8.975646,0.488974,0.015761,0.004301,0.154036,0,0.286818,0.30482,8.261501,1,2,N,J
139.733333,30,53,411,156,8.43274,0.524445,0.01843,0.005919,0.131995,0,0.335478,0.194345,7.761778,0,64,Y,J
524.533333,61,51,339,223,7.19397,0.423537,0.011645,0.01275,0.168201,0,0.588433,0.081112,7.262093,0,75,N,J
302.888889,42,71,300,173,7.253729,0.370195,0.014264,0.011277,0.250142,0,0.597008,0.13919,6.262875,0,76,Y,K
291.666667,53,90,150,175,9.852582,0.299606,0.018022,0.013142,0.203948,0,0.53484,0.069396,4.265536,0,106,Y,J
422.755556,39,39,136,133,8.458582,0.241342,0.01788,0.032853,0.288921,0.001956,0.519336,0.148918,3.766643,0,35,Y,H
380.6,42,48,182,174,6.644318,0.279381,0.022301,0.002929,0.260828,0.004204,0.535539,0.122488,3.268088,0,23,N,K
332.177778,39,77,82,109,11.186115,0.322202,0.012686,0.005133,0.172195,0,0.681797,0.088412,1.7773,0,9,Y,K
218.288889,198,126,108,226,14.62118,0.201723,0.018718,0.020567,0.260905,0,0.323094,0.029173,0.802742,0,128,Y,K
506.333333,69,19,140,250,11.64406,0.215473,0.00922,0.019144,0.341778,0,0.073338,0.061597,0.789172,1,67,N,H
60.955556,4,3,17,15,3.164891,0.070206,0.011581,0.00446,0.781201,0,0.49721,0.144371,1.27106,0,12,N,J
191.177778,23,74,46,73,5.998395,0.104961,0.009796,0.011878,0.631177,0,0.463429,0.146222,1.763063,0,23,Y,J
214.244444,14,30,215,56,5.302183,0.3345,0.007983,0.009852,0.184219,0,0.197432,0.170747,2.258582,1,10,Y,J
141.422222,22,25,11,31,6.800727,0.240538,0.013567,0.022428,0.313716,0,0.602654,0.181694,2.75572,0,6,Y,H
287.355556,23,18,115,142,5.648598,0.351006,0.006815,0.000182,0.377861,0,0.422917,0.137709,4.251163,0,4,N,K
167.688889,37,42,67,130,4.521714,0.286043,0.009359,0.004491,0.372327,0,0.625392,0.045488,4.750283,0,45,N,J
119.377778,9,47,41,24,4.065376,0.220266,0.002514,0.006375,0.312344,0,0.478293,0.139509,6.248487,0,53,Y,J
276.6,38,109,414,98,4.046359,0.284821,0.003922,0.005477,0.138757,0,0.296574,0.046235,6.748066,0,65,Y,H
338.311111,30,35,141,224,5.596276,0.286676,0.01169,0.00519,0.211603,0,1.30901,0.160179,8.746862,0,48,N,J
121.066667,20,50,57,51,2.924327,0.178404,0.009085,0.013376,0.281723,0.001516,1.544799,0.099489,9.246642,0,39,N,K
225.2,32,57,225,239,4.790403,0.326253,0.010808,0.008565,0.089412,0,1.592743,0.108204,9.746445,0,28,N,K
220.533333,39,98,130,192,5.259835,0.261196,0.008558,0.008889,0.263574,0.000945,1.785288,0.112612,10.246267,0,18,Y,J
100.8,2,2,1,2,3.16861,0.453075,0,0.004229,0.166685,0.000805,1.928564,0.059145,11.245959,0,5,Y,J
29.111111,6,19,16,15,2.049705,0.225766,0.001599,0.010087,0.354383,0,1.733903,0.133673,11.745824,0,16,Y,J
27.133333,0,5,1,2,0.857042,0.087623,0.000145,0.002502,0.28087,0,1.595901,0.342208,12.245701,0,0,N,K
52.888889,0,0,0,1,0.282625,0.055855,0.006318,0.021234,0.598469,0,1.318005,0.452392,13.245482,0,0,N,H
61.822222,0,10,2,3,0.374137,0.049357,0.002684,0.005898,0.596229,0,1.226906,0.52476,13.745384,0,0,N,K
12.866667,0,1,1,0,0.142272,0.011856,0.000517,0.007829,0.376759,0,1.475077,0.71167,14.745209,0,0,N,K
6.8,0,0,1,0,0.156624,0.013052,0.003654,0.008336,0.904796,0.011039,3.284918,1.059388,17.744801,0,0,Y,H
145.4,6,10,16,13,1.517573,0.152336,0.012768,0.017866,0.547083,0,0.14318,0.111589,10.759734,2,78,Y,H
118.888889,14,34,53,35,3.750982,0.150223,0.013793,0.022346,0.395656,0.024931,0.343787,0.209991,9.759993,0,14,Y,H
226.422222,34,32,212,107,7.936123,0.353141,0.010599,0.006603,0.26443,0,0.206275,0.069255,9.260144,1,95,Y,H
393.213889,61,63,177,249,15.365387,0.366926,0.008048,0.005846,0.211367,0,0.683307,0.0822,8.760312,0,101,N,H
343.488889,24,9,148,142,7.131821,0.350412,0.007697,0.011351,0.292639,0,0.250775,0.097457,8.2605,2,81,N,K
186.488889,54,36,317,181,6.882367,0.400043,0.017394,0.009684,0.19837,0,0.311008,0.098347,6.761232,0,63,N,K
394.444444,41,76,824,418,8.748236,0.380499,0.016439,0.004535,0.186264,0,0.447558,0.167808,5.761932,0,53,Y,H
158.511111,28,36,122,114,6.321557,0.303347,0.01952,0.012193,0.359033,0,0.372836,0.001799,4.762926,0,56,Y,K
353.666667,59,15,74,101,10.290829,0.33558,0.02005,0.006232,0.212441,0,0.367799,0.152288,3.764447,0,30,Y,K
477.8,56,66,155,114,10.96245,0.281195,0.020787,0.022576,0.201478,0,0.243812,0.030541,3.265557,2,100,Y,H
235.222222,26,199,65,140,14.745635,0.198925,0.014647,0.017494,0.381224,0,0.268351,0.177696,0.347358,1,1,Y,H
362.622222,28,32,45,49,11.006999,0.300747,0.005238,0.016427,0.208977,0,0.57294,0.131102,0.778625,0,32,Y,K
221.133333,44,42,34,51,6.018515,0.177361,0.010483,0.029298,0.194497,0,0.892269,0.020697,2.752718,0,80,N,K
236.022222,30,37,124,108,9.681516,0.230914,0.005297,0.008428,0.268106,0,0.680378,0.120084,3.251193,0,55,N,J
153.6,28,22,78,90,5.507985,0.20602,0.009446,0.012702,0.35439,0,0.264295,0.107834,3.750074,1,51,N,H
148.822222,23,33,92,97,8.613777,0.185596,0.010453,0.005319,0.423376,0,0.420464,0.121745,4.249218,0,68,N,J
104.488889,23,58,122,61,3.214377,0.222809,0.012051,0.012677,0.428712,0,0.441229,0.122868,5.247995,0,34,N,H
149.533333,48,69,140,216,6.996431,0.335059,0.004036,0.002069,0.132915,0,0.569106,0.083655,5.747543,0,2,Y,K
92.244444,23,73,195,69,4.603274,0.249571,0.007377,0.010447,0.173966,0,0.520229,0.109752,6.74684,0,103,N,H
90.377778,32,115,210,196,4.767414,0.184693,0.007091,0.020461,0.295833,0,1.027276,0.050007,8.246105,0,40,Y,H
