y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
64.977778,1,0,3,0,0.086437,0.014514,0.005701,0.004938,0.940479,0,2.055233,0.846063,6.388586,0,0,Y,J
56.088889,0,0,6,0,0.113788,0.025818,0.003289,0.005689,0.775766,0.045624,2.44242,0.520474,6.50437,0,0,N,J
205.888889,5,25,78,73,3.306202,0.252375,0.012035,0.001633,0.540395,0,2.691393,0.304782,6.840499,0,0,Y,J
108.911111,0,8,17,16,2.072578,0.212017,0.001011,0.001653,0.550487,0,2.194519,0.309346,7.055865,0,0,N,K
16.2,1,5,0,2,0.202065,0.036287,0.013934,0.006338,0.524106,0.083721,0.72997,0.256699,7.858984,0,2,N,H
93.244444,2,4,6,3,0.337643,0.049804,0.01227,0.014388,0.807005,0,0.3243,0.218265,8.170461,0,3,Y,K
8.777778,0,0,0,1,0.231873,0.047029,0.008829,0.008025,0.590071,0.322191,0.42129,0.345561,8.499954,0,1,Y,J
28.688889,3,21,13,3,2.476686,0.273,0.007674,0,0.234206,0.002621,1.422666,0.516544,15.84386,0,0,Y,H
51.622222,4,23,14,16,2.73533,0.317692,0.012034,0.000489,0.074473,0.001929,0.992583,0.395117,15.37923,0,0,Y,K
8.377778,3,32,7,9,1.039437,0.135379,0.011846,0.002105,0.27778,0.006067,0.66818,0.263738,14.916887,0,6,Y,H
15.244444,3,20,5,7,3.126109,0.299763,0.004959,0.000228,0.258101,0,0.932176,0.311793,13.999968,0,4,Y,K
53.422222,1,4,3,3,0.495801,0.082667,0.007824,0.003827,0.535616,0.081384,0.845306,0.236331,12.205339,0,5,N,H
205.266667,18,42,95,94,1.856844,0.335342,0.007609,0.004077,0.306871,0,0.619259,0.048422,10.906361,0,32,N,H
189,10,8,36,45,8.532359,0.231376,0.013155,0.005696,0.30106,0,0.375791,0.157445,10.07146,0,11,N,H
72.6,4,0,14,15,5.387969,0.136673,0.007848,0.000913,0.474857,0,0.844629,0.264815,9.665769,0,3,N,H
161.4,9,15,28,30,7.316492,0.337935,0.018647,0,0.420342,0,0.53989,0.273977,7.803275,0,0,N,J
259.844444,25,27,102,143,5.70004,0.336369,0.011177,0.007262,0.388164,0,0.779017,0.104557,7.475553,0,45,Y,J
562.444444,39,37,237,388,10.216467,0.294085,0.009648,0.007996,0.308118,0,0.25775,0.143561,6.622862,1,7,N,J
320.555556,31,46,115,228,7.80121,0.284294,0.008296,0.016624,0.328974,0,0.323309,0.155091,6.391799,0,55,Y,K
133.4,6,42,58,52,3.013467,0.308346,0.009907,0.006709,0.281433,0.003033,1.369543,0.10418,5.901991,0,12,N,K
24.555556,13,76,100,62,3.217078,0.284843,0.008093,0,0.430531,0.056171,1.054561,0.196049,5.816038,0,2,N,K
4.925,0,1,3,5,0.133811,0.029653,0.006832,0,0.698515,0.162669,1.041633,0.877853,5.771646,0,0,Y,J
4.5,0,5,0,0,0.311984,0.048349,0.006382,0,0.713034,0.118683,1.748685,0.952994,5.89894,0,0,Y,J
55.888889,0,3,13,6,0.493254,0.064935,0.007226,0.008642,0.581631,0.128157,2.1896,0.686449,6.024142,0,0,N,J
242.155556,6,38,59,53,2.401717,0.210426,0.00502,0.007657,0.434216,0.010927,2.687435,0.278401,6.3856,0,8,Y,H
182.311111,9,48,111,100,4.132006,0.356933,0.008816,0.005452,0.249059,0,2.189662,0.157958,6.615791,0,24,N,J
28.4,2,9,2,1,0.175994,0.037116,0.016332,0.003768,0.493581,0.011079,0.395215,0.282082,8.138347,0,0,N,K
53.155556,0,0,2,1,0.138295,0.014039,0.004767,0.008927,0.824423,0,2.24488,0.411316,10.059656,0,0,N,J
30.044444,14,3,16,12,1.174636,0.106952,0.006177,0.002616,0.439638,0,2.682439,0.062353,10.473275,0,25,N,J
14.333333,0,3,2,0,0.222008,0.029162,0.004663,0,0.587866,0.225858,3.354517,0.263221,11.321444,0,0,N,K
4.733333,0,2,5,0,0.032012,0.005335,0.004843,0,0.291766,0.009267,1.35565,0.783012,15.198821,0,0,Y,H
64.133333,12,16,69,70,4.266488,0.381413,0.007864,0.002001,0.233184,0,1.312065,0.211376,13.801542,0,21,Y,J
115.622222,5,30,50,64,2.693457,0.403092,0.007415,0.002614,0.277734,0,1.153329,0.145504,12.882863,0,16,Y,K
161.933333,10,32,46,96,1.905791,0.338252,0.011886,0.005317,0.205399,0,1.090882,0.049841,12.428233,0,27,N,J
117.4,1,0,9,9,3.586313,0.173542,0.016711,0.008229,0.447531,0,0.963634,0.164269,11.530246,0,10,Y,J
205.288889,4,13,15,17,2.660286,0.208088,0.025778,0.008475,0.440837,0,0.544418,0.070671,11.087802,0,27,N,H
255.377778,15,71,68,117,2.217276,0.230957,0.011518,0.013996,0.238906,0,0.405206,0.159619,10.650454,0,18,N,J
72.288889,14,20,69,94,3.004992,0.269564,0.012364,0.001946,0.2974,0,0.354399,0.317992,10.218853,0,0,Y,K
72.755556,4,10,48,43,1.761497,0.230813,0.004229,0.00747,0.371887,0,0.444723,0.140044,9.793761,0,55,N,H
112.244444,9,14,34,19,1.819016,0.262992,0.008076,0.017326,0.31253,0.003033,0.877472,0.198718,9.376063,0,30,N,K
119.955556,10,15,31,36,5.001218,0.342343,0.008735,0.001546,0.387186,0.00455,0.935304,0.14023,8.178567,0,4,Y,H
198.555556,16,14,75,87,4.66238,0.243359,0.015384,0.005683,0.36542,0,0.436096,0.060726,7.802677,0,31,N,J
153.355556,15,21,108,111,7.546026,0.299827,0.006089,0.007972,0.362689,0,0.0746,0.027075,7.441409,1,102,Y,K
128.066667,12,48,66,50,4.451323,0.344717,0.00457,0.002757,0.294699,0,0.83124,0.204115,6.772013,0,5,N,H
168.2,10,187,198,165,4.712456,0.392284,0.012023,0,0.165798,0,0.455845,0.304453,5.944624,0,0,Y,K
5.036111,0,4,5,3,0.590621,0.058707,0.002518,0,0.847155,0.000369,1.335658,0.414212,5.551951,0,0,N,H
106.977778,6,12,15,1,1.214332,0.133228,0.005517,0.005567,0.579831,0.005842,1.097534,0.145717,5.414514,0,53,Y,H
87.288889,9,91,27,17,2.096199,0.290303,0.016663,0.000376,0.393684,0.017923,0.664102,0.348928,5.320691,0,0,Y,K
80.888889,3,37,35,23,2.713823,0.220971,0.007498,0,0.381149,0.084907,1.544937,0.453157,5.411188,0,0,N,K
15.577778,0,1,7,2,0.080931,0.013714,0.011402,0.004015,0.278268,0.522775,0.796809,0.271535,7.792057,0,1,N,H
16.644444,1,1,3,0,0.523558,0.060059,0.012153,0.001173,0.295668,0.469366,1.098735,0.350678,8.167555,0,0,N,K
2.084821,0,0,0,0,0.141191,0.015051,0.001265,0,0.346803,0.387626,3.088887,0.670815,12.41519,0,0,Y,H
2.903175,0,0,1,1,1.166174,0.09896,0.003938,0.003826,0.494334,0.025775,1.674853,0.792233,19.468666,0,0,Y,H
12.244444,0,18,3,7,0.960351,0.15171,0.005752,0,0.082023,0.006067,1.616427,0.788535,14.088053,0,0,N,H
6.311111,1,4,3,2,2.696989,0.232986,0.007232,0,0.442388,0,1.753306,0.563692,13.618591,0,0,Y,K
20.6,1,0,2,2,0.191664,0.031944,0.007635,0.00603,0.671286,0,1.818144,0.280077,13.151381,0,0,N,K
53.8,7,2,16,22,1.547156,0.197292,0.00754,0.004481,0.421349,0,1.632637,0.013371,12.686671,0,6,N,H
84.422222,15,8,58,119,3.524242,0.302904,0.015637,0.004097,0.276475,0,0.398354,0.237864,10.859228,0,32,Y,K
96.288889,20,27,97,67,7.53652,0.365697,0.006223,0.003446,0.227982,0,0.468668,0.193991,7.096339,0,22,Y,J
193,23,35,130,153,8.333561,0.245575,0.004419,0.008645,0.371078,0,0.449167,0.071957,6.734302,0,42,Y,J
137.2,7,47,261,130,5.607768,0.402631,0.00417,0.01612,0.148667,0,0.879185,0.20772,5.773147,0,33,Y,H
29.288889,0,1,2,1,0.039392,0.007795,0.000466,0.003999,0.700883,0,1.515607,0.204805,5.08012,0,6,N,J
400.6,11,75,129,110,4.558228,0.348244,0.006511,0.016567,0.30134,0,0.51958,0.239049,4.826305,0,36,N,K
420.022222,21,96,152,146,4.553919,0.317849,0.009837,0.004054,0.220235,0.008845,0.080087,0.180887,4.77347,1,11,Y,H
209.422222,25,58,107,78,3.577868,0.252236,0.003751,0.005487,0.297979,0.006553,0.492812,0.073305,4.772716,0,22,Y,H
177.688889,7,25,40,41,2.681182,0.185112,0.003741,0.02277,0.387486,0,0.989603,0.31147,4.824067,0,0,Y,K
203.111111,16,38,75,81,3.696716,0.308854,0.004907,0.005994,0.28405,0.001517,1.488544,0.050053,4.925893,0,32,Y,J
42.577778,2,15,9,4,0.132002,0.027974,0.00681,0.004768,0.56469,0,1.988018,0.068202,5.075157,0,29,Y,H
91.777778,3,8,16,7,1.490454,0.159597,0.00189,0.012345,0.378058,0.04641,2.301454,0.158168,5.267829,0,9,Y,H
80.577778,3,4,14,9,2.876373,0.221571,0.003863,0.000396,0.534694,0.025309,2.344457,0.308934,5.499347,0,0,Y,K
3.095238,0,0,0,0,0.833075,0.078249,0.003452,0,0.589944,0.163802,2.270699,0.433712,5.765034,0,0,N,K
50.288889,10,30,12,15,2.954691,0.265508,0.005052,0.017731,0.505719,0,1.403205,0.152413,6.724137,0,7,Y,J
90.844444,9,7,43,39,3.096379,0.355205,0.006401,0.00839,0.275238,0,1.241491,0.109449,7.085677,0,13,N,K
2.756349,1,2,2,1,0.320776,0.032798,0.007967,0,0.807275,0.106466,2.900266,0.207816,9.521744,0,1,N,K
18.155556,6,1,4,8,3.598817,0.163636,0.005429,0,0.41937,0.037832,2.960089,0.166583,10.399481,0,4,N,J
12.088889,4,3,8,4,1.400471,0.109009,0.005856,0,0.770134,0,2.889463,0.126201,10.84629,0,4,N,J
72.2,4,10,44,41,4.064696,0.359096,0.006384,0,0.392898,0,2.702285,0.282647,11.297558,0,1,N,J
3.631944,0,1,4,0,0.471516,0.0487,0.004477,0,0.713643,0.089944,2.601504,0.783694,12.673327,0,0,Y,H
24.155556,0,0,0,0,0.022939,0.007646,0,0.004239,0.65697,0.058144,1.339181,1.241179,17.408079,0,0,N,J
3.790179,1,0,8,6,0.591459,0.053486,0.006765,0.00451,0.661596,0,1.061667,0.728892,19.824359,0,0,Y,J
44.622222,3,2,26,27,0.73389,0.063755,0.001933,0.001933,0.382669,0.00015,0.834846,0.547811,20.310047,0,0,N,H
20.666667,2,0,7,5,0.437617,0.048752,0,0,0.250457,0.084904,0.87567,0.510761,20.796413,0,0,N,J
37.355556,1,6,1,6,0.902804,0.2037,0.006741,0.010985,0.345244,0,1.156127,0.38491,21.283411,0,0,Y,K
57.688889,0,11,14,13,1.877427,0.237087,0.01072,0,0.273626,0.021224,1.979287,0.286325,12.0386,0,2,Y,K
130.2,8,35,58,51,1.341999,0.311743,0.006479,0.008552,0.213958,0,0.602802,0.175619,10.649239,0,53,Y,K
79.669444,9,39,11,10,0.869047,0.219914,0.011651,0.003504,0.406429,0,0.559074,0.040566,9.741247,0,6,N,H
458.066667,16,24,69,95,6.544754,0.2889,0.014056,0.011413,0.239409,0,0.299052,0.119092,7.1658,1,54,N,K
115.466667,23,22,130,82,11.641735,0.329931,0.006211,0.009764,0.290833,0,0.397292,0.080482,6.770634,0,28,N,H
310.2,28,29,95,130,6.452889,0.311684,0.012955,0.007506,0.209067,0,0.259563,0.178046,6.027196,1,27,Y,H
552.311111,12,119,301,87,8.288053,0.28463,0.011788,0.008851,0.081842,0,1.347184,0.092175,4.82683,0,15,N,J
414.688889,15,38,78,98,9.082959,0.251792,0.006295,0.007603,0.272385,0,1.328045,0.073952,4.614226,0,22,N,J
273.155556,24,73,285,157,6.381021,0.332133,0.006858,0.004075,0.194326,0,1.167239,0.21289,4.447908,0,19,N,H
219.266667,30,47,133,174,5.451736,0.266438,0.011076,0.011454,0.366782,0,0.773884,0.096167,4.333207,0,79,Y,J
249.533333,14,43,198,189,7.366742,0.533158,0.009254,0.000096,0.144965,0,0.579091,0.293227,4.274282,0,0,Y,K
178.377778,10,44,100,105,6.521524,0.40973,0.008844,0.001996,0.262727,0.001516,1.493544,0.415532,4.443859,0,0,N,K
169.444444,7,5,34,97,2.814538,0.175973,0.007317,0.00482,0.46185,0.010465,1.771207,0.048894,5.359019,0,4,Y,H
41.066667,2,9,13,12,1.298545,0.162599,0.002636,0.004193,0.422153,0,1.815701,0.215886,5.675551,0,17,Y,H
32.555556,1,3,0,2,1.512266,0.152778,0.000238,0.000683,0.473686,0.001516,1.76244,0.342491,6.017033,0,0,N,H
168.8,11,22,52,61,3.488335,0.318509,0.009498,0.003713,0.423338,0,1.809427,0.100324,6.379458,0,16,N,J
39.866667,6,2,1,0,0.892366,0.07251,0.00384,0.004946,0.816146,0,1.754508,0.555457,7.154235,0,0,Y,J
17.427778,0,0,0,0,0.030031,0.008224,0.001516,0,0.903226,0.032091,1.790655,0.712578,7.979266,0,0,N,K
13.133333,1,8,0,0,0.440996,0.039487,0.003336,0,0.033843,0.796088,2.673699,0.544541,9.281545,0,0,N,J
8.726587,0,1,1,0,4.996505,0.314172,0.004655,0,0.17274,0.064062,2.46043,0.37827,10.180014,0,0,Y,H
25.222222,0,0,1,0,1.530914,0.115115,0.001824,0,0.896442,0,2.229385,0.33004,11.095868,0,1,Y,K
66.866667,5,10,29,22,3.160772,0.347946,0.008137,0,0.361594,0,2.103213,0.240726,11.559026,0,3,Y,J
27.844444,4,12,20,34,1.137872,0.128684,0.001658,0.002069,0.737035,0,2.092093,0.190898,12.025135,0,14,Y,H
2.171429,0,0,0,0,0.535725,0.0476,0,0,0.180567,0.143827,1.899425,1.125235,12.964932,0,0,N,H
14.244444,2,1,15,9,1.52532,0.280408,0.004182,0,0.347808,0,1.35694,0.36589,21.667023,0,0,N,J
4.116667,0,1,1,0,0.610633,0.078611,0.003592,0.000636,0.440164,0.227156,1.734028,0.567857,22.648299,0,0,N,J
3.257937,0,0,0,0,0.031349,0.005225,0.001795,0,0.167074,0.625673,1.985626,0.580332,23.631146,0,0,Y,J
73.4,4,22,16,21,3.620011,0.302332,0.010353,0.006382,0.392336,0.014273,1.045596,0.218412,10.926891,0,3,Y,J
246.066667,4,12,111,48,1.895496,0.351833,0.014574,0.004935,0.293157,0.001517,0.206069,0.047397,9.994126,1,42,N,J
59.941667,13,14,48,55,3.187681,0.338898,0.010831,0,0.294238,0,0.51678,0.180923,9.532857,0,2,N,H
456.6,19,29,211,218,6.286112,0.280601,0.017676,0.007902,0.36247,0,0.243924,0.167278,7.736055,2,55,Y,K
171.866667,15,9,99,88,5.408241,0.37885,0.019122,0.003715,0.26662,0,0.319101,0.146464,6.879837,0,65,Y,H
230.488889,15,23,113,134,7.434284,0.388454,0.013322,0.003054,0.336219,0,0.541531,0.273921,5.684237,0,4,N,H
175.511111,16,43,330,103,6.783874,0.294147,0.006613,0.013313,0.241351,0,0.702046,0.209799,5.320089,0,22,Y,H
94.333333,19,91,679,115,6.953663,0.414498,0.007273,0.002988,0.095547,0,0.448666,0.435206,4.979573,0,0,N,J
454.911111,9,138,295,235,9.591746,0.551621,0.00604,0,0.047844,0,0.830633,0.362713,4.156266,0,0,N,J
286.044444,45,70,145,139,8.491579,0.463955,0.003701,0,0.104203,0,0.912838,0.356323,3.970812,0,0,N,J
381.6,49,143,90,125,6.196793,0.271371,0.003847,0.006058,0.286158,0,0.997859,0.164878,3.841894,0,21,Y,K
108.2,4,2,6,10,2.232128,0.170743,0.004718,0.007627,0.323723,0,1.399529,0.197738,4.659372,0,14,N,J
94.177778,14,1,34,73,1.771435,0.250012,0.014819,0.000447,0.357982,0.16623,1.325502,0.216793,7.72348,0,4,N,J
12.944444,0,4,4,2,0.552421,0.086003,0.006483,0.004784,0.344422,0,1.971066,0.69588,8.610328,0,0,Y,J
39.911111,16,54,23,37,3.029348,0.305607,0.011359,0.001001,0.313441,0,2.245985,0.278809,9.06259,0,3,Y,J
31.688889,1,1,9,5,0.857885,0.129352,0.000951,0,0.445829,0.273708,1.771432,0.524174,10.913374,0,0,Y,H
44.044444,0,1,4,7,2.695267,0.268428,0.002716,0,0.141638,0.146351,1.609757,0.260059,11.38396,0,0,N,K
8.119444,5,12,27,29,1.187405,0.164695,0.00491,0.001729,0.210276,0.308093,1.595201,0.178255,11.856953,0,5,Y,H
80.622222,1,6,6,3,2.130657,0.239369,0.009595,0.009326,0.295785,0,0.542902,0.175489,17.649389,0,18,N,K
158.133333,14,14,189,155,3.750737,0.271646,0.000618,0.008367,0.178658,0,0.840407,0.049328,21.081995,0,43,Y,J
82.488889,18,18,90,136,2.819688,0.360985,0.010333,0.005173,0.3012,0,0.878843,0.152838,10.289471,0,18,N,J
170.152778,12,23,82,91,3.893615,0.422692,0.005883,0.006907,0.087245,0,0.659812,0.120922,9.346594,0,25,N,H
32.6,13,52,38,74,3.912072,0.293595,0.008782,0.018641,0.230486,0.010242,1.00401,0.147724,8.879843,0,46,N,J
230.2,27,40,119,162,8.76551,0.344083,0.008396,0.007582,0.268094,0.005756,0.317349,0.202619,7.958468,0,4,N,K
348.311111,42,55,503,410,7.941831,0.302716,0.026429,0.009076,0.326143,0,0.765342,0.08466,6.619337,0,58,N,J
219.977778,22,37,170,220,6.655183,0.319717,0.019579,0.002,0.284061,0.001517,0.474007,0.270568,6.189379,0,0,N,H
45.133333,14,31,112,108,6.184647,0.261544,0.017129,0.007593,0.353821,0,0.256046,0.172725,5.77072,2,59,N,J
340.311111,18,31,56,122,7.191017,0.427089,0.003404,0,0.330837,0,0.340876,0.316054,3.70918,0,0,N,H
183.955556,27,45,104,128,8.060064,0.412833,0.009355,0.002,0.289827,0,0.788289,0.117638,3.275547,0,21,Y,H
185.022222,27,29,53,77,6.954215,0.2469,0.008679,0.008226,0.31608,0,0.582704,0.11389,3.349927,0,48,Y,H
